sample_key,gold_answer,reasoner_answer,final_answer,reasoner_correct,final_correct
qa_1310,A,A,A,1,1
qa_2623,C,C,C,1,1
qa_1336,A,A,A,1,1
qa_1426,B,C,C,0,0
medqa_7559,D,D,D,1,1
qa_2767,D,D,D,1,1
qa_2650,A,A,A,1,1
qa_2189,D,D,D,1,1
qa_9142,C,C,C,1,1
MMLU_897,D,D,D,1,1
pubmedqa_artificial_5252,A,A,A,1,1
qa_2118,A,A,A,1,1
medqa_4465,B,B,B,1,1
LastHumanity_27,D,B,B,0,0
LastHumanity_132,B,E,E,0,0
MedXpertQA_826,B,B,B,1,1
MMLU_953,D,D,D,1,1
qa_3805,B,B,B,1,1
huatuo_9142,B,B,B,1,1
qa_8917,A,A,A,1,1
huatuo_1689,C,A,A,0,0
qa_1287,B,B,B,1,1
qa_2881,B,B,B,1,1
MedXpertQA_978,E,E,E,1,1
medmcqa_3353,A,A,A,1,1
qa_1149,D,D,D,1,1
qa_837,D,D,D,1,1
qa_3760,A,A,A,1,1
medqa_5037,B,B,B,1,1
medqa_5542,D,A,A,0,0
qa_2705,C,C,C,1,1
qa_863,A,A,A,1,1
medqa_93,A,A,A,1,1
qa_3,A,A,A,1,1
qa_1323,D,D,D,1,1
qa_3773,C,C,C,1,1
MedXpertQA_187,G,J,J,0,0
qa_1269,C,C,C,1,1
qa_7678,B,C,C,0,0
qa_7635,A,B,B,0,0
medqa_5892,B,B,B,1,1
medqa_7282,C,D,D,0,0
qa_3737,A,A,A,1,1
medmcqa_3204,D,D,D,1,1
qa_6429,B,B,B,1,1
medqa_7254,C,C,C,1,1
qa_8912,D,D,D,1,1
medqa_7402,B,A,B,0,1
medqa_5029,B,B,B,1,1
huatuo_5313,A,A,A,1,1
medqa_5210,A,A,A,1,1
qa_8191,D,D,D,1,1
medqa_4247,B,B,B,1,1
qa_3636,C,C,A,1,0
MedXpertQA_288,A,A,A,1,1
qa_5695,B,B,B,1,1
qa_3733,C,C,C,1,1
qa_9092,C,C,C,1,1
medqa_7296,C,C,C,1,1
qa_10043,A,B,B,0,0
qa_2237,A,A,A,1,1
qa_3334,A,A,A,1,1
pubmedqa_artificial_4118,A,A,A,1,1
qa_9261,C,C,C,1,1
qa_7903,D,A,A,0,0
medqa_893,B,B,B,1,1
qa_3957,C,C,C,1,1
medqa_6977,B,B,B,1,1
medqa_4163,D,D,D,1,1
qa_2463,B,B,B,1,1
medqa_4790,D,D,D,1,1
medqa_6869,C,C,C,1,1
qa_1326,B,B,B,1,1
qa_9531,D,D,D,1,1
MedXpertQA_217,A,C,C,0,0
medqa_569,C,C,C,1,1
medqa_5219,B,B,B,1,1
qa_2152,A,A,A,1,1
medqa_7449,D,A,A,0,0
qa_8114,C,C,C,1,1
medqa_5401,B,B,A,1,0
qa_3569,A,A,A,1,1
qa_1602,C,B,B,0,0
qa_9320,A,C,C,0,0
qa_6388,B,B,B,1,1
qa_1379,A,C,C,0,0
qa_4345,A,B,B,0,0
medqa_5692,C,C,A,1,0
qa_1831,B,B,B,1,1
MMLU_852,D,D,D,1,1
medqa_583,D,D,B,1,0
medqa_301,A,D,D,0,0
medqa_4792,C,C,C,1,1
qa_3084,A,A,A,1,1
qa_1335,C,C,C,1,1
huatuo_9105,A,A,A,1,1
qa_8452,C,B,B,0,0
huatuo_5078,A,A,A,1,1
qa_7689,D,B,B,0,0
qa_1175,B,B,B,1,1
qa_1493,C,C,C,1,1
qa_4165,A,A,A,1,1
huatuo_9268,D,D,D,1,1
qa_7761,C,C,C,1,1
qa_3600,C,C,C,1,1
MedXpertQA_483,H,H,H,1,1
MedXpertQA_795,H,I,I,0,0
medmcqa_2400,B,B,B,1,1
qa_2213,D,D,D,1,1
medqa_746,B,B,B,1,1
huatuo_5558,A,B,B,0,0
qa_8172,A,D,D,0,0
medqa_5767,B,B,B,1,1
pubmedqa_artificial_4367,A,A,A,1,1
qa_8911,B,B,B,1,1
medqa_5346,A,B,B,0,0
qa_2453,D,D,D,1,1
medqa_4434,B,B,B,1,1
qa_7817,A,B,B,0,0
medqa_6947,D,D,D,1,1
qa_2722,A,A,A,1,1
huatuo_8234,A,A,A,1,1
qa_1494,B,B,B,1,1
qa_4985,C,C,C,1,1
medqa_4635,B,B,B,1,1
qa_6618,B,B,B,1,1
medqa_320,C,C,C,1,1
qa_1529,B,B,B,1,1
medqa_833,C,C,C,1,1
qa_3898,C,B,C,0,1
qa_3500,B,B,B,1,1
qa_8512,B,B,B,1,1
qa_6202,B,B,B,1,1
qa_1774,A,A,A,1,1
MedXpertQA_301,I,E,E,0,0
qa_6741,C,C,C,1,1
MedXpertQA_198,J,F,F,0,0
medqa_6527,A,A,A,1,1
qa_6198,B,B,B,1,1
MedXpertQA_318,D,C,C,0,0
qa_7786,D,D,D,1,1
qa_6462,C,C,C,1,1
qa_8982,A,B,B,0,0
medqa_5193,D,B,B,0,0
qa_2788,A,A,A,1,1
qa_812,B,A,A,0,0
qa_6080,A,A,A,1,1
medqa_6915,A,A,A,1,1
medqa_5159,D,D,D,1,1
qa_1560,D,B,B,0,0
qa_8360,B,B,B,1,1
qa_3960,B,A,B,0,1
qa_3160,C,C,C,1,1
qa_1979,D,A,D,0,1
medqa_783,C,C,C,1,1
qa_2365,C,C,C,1,1
medqa_459,A,D,D,0,0
qa_1919,C,C,C,1,1
qa_1657,B,B,B,1,1
qa_5253,A,A,A,1,1
medqa_738,A,A,A,1,1
qa_3884,D,D,D,1,1
medqa_4874,B,B,B,1,1
medqa_4989,D,A,A,0,0
qa_6401,C,C,C,1,1
qa_1254,D,D,D,1,1
qa_6530,D,D,D,1,1
medqa_4917,A,B,B,0,0
MedXpertQA_407,J,J,J,1,1
medqa_7043,D,A,C,0,0
qa_2010,A,A,A,1,1
medqa_7519,A,A,A,1,1
qa_2806,A,A,A,1,1
qa_3250,B,D,D,0,0
huatuo_7189,C,C,C,1,1
huatuo_4602,D,D,D,1,1
medmcqa_2445,A,A,A,1,1
qa_8203,D,C,C,0,0
qa_3119,B,B,B,1,1
qa_2225,B,B,B,1,1
qa_3029,B,B,B,1,1
qa_3341,D,D,D,1,1
qa_9366,B,B,B,1,1
medqa_6561,D,B,B,0,0
MedXpertQA_806,E,C,C,0,0
medqa_4262,C,C,C,1,1
qa_9283,A,A,A,1,1
medqa_126,D,D,D,1,1
qa_5338,B,B,B,1,1
medqa_5854,B,B,B,1,1
MedXpertQA_865,D,H,H,0,0
qa_9450,C,C,C,1,1
qa_7205,B,B,B,1,1
qa_4537,A,A,A,1,1
qa_8231,A,A,A,1,1
huatuo_4828,E,A,A,0,0
qa_7747,B,B,B,1,1
qa_3924,A,A,A,1,1
qa_7642,A,A,A,1,1
qa_3589,B,B,B,1,1
pubmedqa_896,B,B,B,1,1
qa_8514,B,B,B,1,1
huatuo_8337,A,A,A,1,1
qa_3415,D,D,D,1,1
qa_1450,C,A,A,0,0
qa_1996,A,A,A,1,1
pubmedqa_artificial_2754,A,A,A,1,1
medqa_5061,C,C,C,1,1
qa_8443,C,C,C,1,1
medqa_83,C,C,C,1,1
qa_3033,A,A,A,1,1
medqa_174,D,D,D,1,1
qa_1500,B,B,B,1,1
qa_3870,D,D,D,1,1
qa_1338,A,A,A,1,1
MedXpertQA_862,A,A,A,1,1
qa_7940,D,D,D,1,1
huatuo_1065,B,B,B,1,1
qa_8039,B,D,D,0,0
qa_2262,B,B,B,1,1
medqa_7283,C,C,C,1,1
qa_778,A,A,A,1,1
qa_2417,C,C,C,1,1
qa_2202,D,B,B,0,0
MMLU_985,D,D,D,1,1
huatuo_7867,A,A,A,1,1
qa_5242,C,C,C,1,1
qa_8695,C,C,C,1,1
qa_8428,D,D,D,1,1
qa_7531,D,D,D,1,1
medqa_5064,B,B,B,1,1
qa_8890,C,C,C,1,1
medqa_4071,B,A,A,0,0
qa_4141,D,D,D,1,1
medqa_661,A,A,A,1,1
medqa_4147,C,C,C,1,1
medqa_5079,D,D,D,1,1
medqa_5780,C,C,C,1,1
medqa_4940,D,D,D,1,1
qa_1218,A,A,A,1,1
medqa_4881,A,A,A,1,1
qa_6507,C,C,C,1,1
qa_2388,A,C,C,0,0
medqa_5265,B,B,B,1,1
qa_9884,B,B,B,1,1
medqa_210,D,D,D,1,1
qa_2527,A,A,A,1,1
MedXpertQA_985,E,G,G,0,0
qa_1209,D,B,D,0,1
qa_694,E,E,E,1,1
medqa_4398,C,C,C,1,1
pubmedqa_artificial_1761,A,B,B,0,0
medqa_4109,B,B,B,1,1
pubmedqa_artificial_9006,A,B,B,0,0
medqa_5351,C,C,C,1,1
qa_6083,C,C,C,1,1
qa_3342,D,D,D,1,1
medqa_986,C,C,C,1,1
qa_3001,B,B,B,1,1
medqa_5443,A,A,A,1,1
medqa_7201,D,D,D,1,1
qa_8955,B,A,A,0,0
qa_8705,C,C,C,1,1
qa_6151,B,B,B,1,1
medqa_444,A,A,A,1,1
medqa_5818,A,A,A,1,1
medqa_4399,B,B,B,1,1
MMLU_168,B,B,B,1,1
medqa_960,C,D,D,0,0
medqa_7203,C,C,C,1,1
qa_1923,B,B,B,1,1
huatuo_7141,A,A,A,1,1
medqa_350,B,B,B,1,1
medqa_154,D,D,D,1,1
MedXpertQA_626,I,D,D,0,0
qa_9308,B,B,B,1,1
qa_6251,D,D,D,1,1
medqa_5289,D,D,D,1,1
qa_1471,A,D,D,0,0
medmcqa_6576,B,B,B,1,1
qa_7669,A,A,A,1,1
qa_5523,A,A,A,1,1
medqa_7443,A,A,A,1,1
qa_3355,D,D,D,1,1
medqa_5851,A,A,A,1,1
MedXpertQA_97,B,B,B,1,1
qa_8010,D,A,A,0,0
qa_2796,A,B,B,0,0
qa_6357,D,B,B,0,0
qa_7890,B,B,B,1,1
huatuo_8785,C,C,C,1,1
medqa_5468,A,A,A,1,1
MedXpertQA_811,C,C,C,1,1
qa_8862,A,A,A,1,1
medqa_7256,C,C,C,1,1
qa_7878,C,C,C,1,1
qa_4501,D,D,D,1,1
qa_3184,A,A,A,1,1
medqa_200,C,C,C,1,1
qa_8726,D,A,A,0,0
medqa_4250,B,B,B,1,1
qa_9267,B,B,B,1,1
qa_2126,D,D,D,1,1
qa_2638,B,B,B,1,1
medqa_4863,C,C,C,1,1
MedXpertQA_442,E,D,D,0,0
qa_2640,D,D,D,1,1
qa_8330,A,A,A,1,1
qa_9148,A,A,A,1,1
medqa_5994,A,A,A,1,1
medqa_7487,C,C,C,1,1
qa_757,J,D,D,0,0
medqa_5831,B,B,B,1,1
qa_9138,B,B,B,1,1
qa_2927,C,C,C,1,1
qa_1482,D,D,D,1,1
qa_5604,D,D,D,1,1
qa_5952,C,C,C,1,1
huatuo_5441,D,D,D,1,1
qa_1048,A,A,A,1,1
qa_3200,E,E,E,1,1
medqa_439,C,C,C,1,1
qa_3965,A,A,A,1,1
qa_8759,A,A,A,1,1
medqa_941,A,A,A,1,1
qa_3868,A,A,A,1,1
medqa_931,D,D,D,1,1
pubmedqa_artificial_3252,A,A,A,1,1
qa_6983,A,D,D,0,0
medqa_825,B,B,B,1,1
medqa_6631,A,A,A,1,1
huatuo_5207,D,D,D,1,1
MedXpertQA_389,D,D,D,1,1
qa_1641,B,B,B,1,1
qa_1210,B,B,B,1,1
qa_1409,B,B,B,1,1
qa_7958,A,A,A,1,1
qa_1147,A,A,A,1,1
qa_3964,A,A,A,1,1
qa_2241,C,A,A,0,0
qa_2028,D,D,D,1,1
medqa_547,C,C,C,1,1
qa_9126,A,A,A,1,1
qa_1891,A,A,A,1,1
medqa_119,D,D,D,1,1
qa_3159,B,B,B,1,1
huatuo_7619,C,A,A,0,0
medqa_6587,C,C,C,1,1
qa_3596,A,A,A,1,1
huatuo_4166,C,C,C,1,1
qa_6397,C,C,C,1,1
medqa_4575,A,A,A,1,1
qa_1290,B,B,B,1,1
qa_6263,C,C,C,1,1
qa_3438,A,A,A,1,1
MedXpertQA_535,B,B,B,1,1
medqa_954,A,C,C,0,0
qa_7653,D,A,A,0,0
MedXpertQA_872,H,J,J,0,0
qa_6488,B,B,B,1,1
huatuo_7380,B,B,B,1,1
qa_1624,E,A,A,0,0
medqa_946,A,A,A,1,1
qa_8377,D,B,B,0,0
qa_2827,A,A,A,1,1
pubmedqa_artificial_4120,A,A,A,1,1
qa_2040,A,A,A,1,1
qa_5302,A,B,B,0,0
medqa_4572,D,D,D,1,1
qa_2182,B,E,B,0,1
medqa_4738,C,C,C,1,1
qa_8654,B,A,A,0,0
medqa_6520,C,C,C,1,1
qa_9311,D,D,D,1,1
qa_7795,A,A,A,1,1
MedXpertQA_306,E,A,A,0,0
qa_3841,C,B,B,0,0
medqa_4768,C,C,C,1,1
qa_2095,D,B,B,0,0
qa_1696,C,C,C,1,1
qa_2192,B,B,A,1,0
qa_6418,B,B,B,1,1
qa_8043,A,A,A,1,1
qa_3956,B,B,B,1,1
qa_2303,E,E,E,1,1
qa_2615,C,A,C,0,1
qa_7307,A,A,A,1,1
qa_6382,A,A,A,1,1
qa_3640,A,A,A,1,1
qa_3844,E,A,A,0,0
qa_2216,C,D,D,0,0
qa_8556,C,A,A,0,0
huatuo_1833,D,D,D,1,1
qa_13428,B,A,A,0,0
medqa_5941,B,B,B,1,1
medqa_527,B,B,B,1,1
qa_6051,B,B,B,1,1
medqa_633,C,C,C,1,1
qa_1428,A,A,A,1,1
qa_1878,C,D,D,0,0
medqa_4956,D,D,D,1,1
medqa_4157,C,A,A,0,0
qa_1847,A,A,A,1,1
qa_1363,A,A,A,1,1
medqa_4697,C,D,D,0,0
MMLU_1031,A,A,A,1,1
medqa_329,B,B,B,1,1
qa_9188,C,C,C,1,1
qa_3362,A,A,A,1,1
qa_3536,A,A,A,1,1
qa_8333,C,C,C,1,1
medqa_484,B,B,B,1,1
medqa_854,C,C,C,1,1
LastHumanity_48,B,C,C,0,0
LastHumanity_129,A,A,A,1,1
qa_3949,B,C,C,0,0
qa_5189,A,A,A,1,1
medqa_4127,C,C,C,1,1
medqa_7404,D,D,D,1,1
qa_7729,C,C,C,1,1
medqa_5783,C,C,C,1,1
qa_7706,A,A,A,1,1
qa_6281,A,A,A,1,1
medqa_649,B,B,B,1,1
qa_9080,D,D,D,1,1
MedXpertQA_427,B,A,A,0,0
qa_8500,D,D,D,1,1
qa_2862,D,A,A,0,0
qa_3419,B,B,B,1,1
qa_7196,B,B,B,1,1
qa_2276,D,C,C,0,0
qa_3010,A,A,A,1,1
qa_3116,D,D,D,1,1
qa_2657,C,C,C,1,1
qa_8306,C,C,C,1,1
qa_1002,D,D,D,1,1
qa_8399,B,B,B,1,1
huatuo_8154,C,A,A,0,0
qa_7792,D,D,D,1,1
qa_6589,B,B,B,1,1
MedXpertQA_649,I,C,C,0,0
qa_7711,D,D,D,1,1
medqa_394,A,A,A,1,1
qa_3155,A,A,A,1,1
qa_9553,B,B,B,1,1
qa_2391,B,B,B,1,1
MMLU_1039,D,D,D,1,1
medqa_5586,C,A,C,0,1
qa_8704,C,C,C,1,1
MedXpertQA_601,H,D,D,0,0
qa_3797,C,C,C,1,1
qa_6250,A,A,A,1,1
medqa_5837,B,B,B,1,1
qa_2423,D,D,D,1,1
MedXpertQA_334,H,A,A,0,0
MedXpertQA_911,E,G,G,0,0
qa_7440,C,B,B,0,0
qa_561,A,A,A,1,1
qa_1477,B,D,D,0,0
qa_6340,A,C,A,0,1
medqa_7473,B,B,B,1,1
qa_9763,A,B,B,0,0
qa_4409,A,A,A,1,1
MMLU_357,A,A,A,1,1
qa_2581,C,C,C,1,1
qa_1424,B,B,B,1,1
medqa_7174,C,C,C,1,1
medqa_4532,D,D,B,1,0
MedXpertQA_496,I,I,I,1,1
MMLU_1013,A,A,A,1,1
qa_6070,D,D,D,1,1
qa_8961,A,A,A,1,1
qa_5080,D,D,D,1,1
qa_4936,B,B,B,1,1
MedXpertQA_53,E,B,B,0,0
qa_1163,A,A,A,1,1
qa_7423,E,B,B,0,0
huatuo_1652,A,B,B,0,0
medqa_7292,D,C,C,0,0
medqa_6605,B,B,B,1,1
medqa_357,D,D,D,1,1
qa_5705,D,D,D,1,1
medqa_6976,A,A,A,1,1
qa_3767,B,B,B,1,1
qa_8928,C,C,C,1,1
medqa_5912,C,C,C,1,1
qa_2882,A,A,A,1,1
qa_6332,A,A,A,1,1
qa_2377,D,D,D,1,1
qa_6044,B,B,B,1,1
medqa_276,C,C,C,1,1
qa_1592,A,A,A,1,1
qa_8801,D,A,A,0,0
medmcqa_2913,A,A,A,1,1
medqa_980,C,C,C,1,1
qa_1257,B,B,B,1,1
qa_9593,C,C,C,1,1
qa_5790,A,A,A,1,1
MedXpertQA_527,A,A,A,1,1
qa_9439,D,D,D,1,1
qa_9491,B,B,B,1,1
qa_8589,D,D,D,1,1
qa_2454,D,D,D,1,1
medqa_5590,C,C,C,1,1
qa_6914,D,D,D,1,1
medqa_5392,D,A,A,0,0
qa_7912,D,D,D,1,1
MedXpertQA_227,G,H,H,0,0
medqa_4973,A,A,A,1,1
qa_905,E,B,B,0,0
qa_4994,C,C,C,1,1
qa_8837,D,D,D,1,1
qa_2758,A,A,A,1,1
qa_6073,B,B,B,1,1
qa_5387,B,B,B,1,1
MedXpertQA_614,E,D,D,0,0
medqa_874,B,B,B,1,1
qa_3912,C,C,C,1,1
qa_6548,B,B,B,1,1
qa_1294,A,A,A,1,1
medqa_4945,B,C,C,0,0
qa_2458,A,A,A,1,1
qa_2064,B,D,D,0,0
medqa_7252,A,A,A,1,1
qa_9100,D,D,D,1,1
qa_1734,C,A,A,0,0
qa_7799,B,B,B,1,1
qa_7796,A,A,A,1,1
MedXpertQA_521,J,A,A,0,0
medqa_6734,A,A,A,1,1
qa_6259,C,A,A,0,0
qa_9187,D,D,D,1,1
qa_5968,D,D,D,1,1
medmcqa_2068,B,B,B,1,1
qa_9271,D,D,D,1,1
medqa_345,A,A,A,1,1
qa_9503,C,C,C,1,1
medqa_7134,B,B,B,1,1
qa_5521,B,B,B,1,1
qa_349,B,B,B,1,1
MedXpertQA_138,G,H,H,0,0
qa_1295,A,C,A,0,1
medqa_4677,C,C,C,1,1
qa_2162,C,A,A,0,0
qa_8635,A,A,A,1,1
qa_8143,B,B,B,1,1
MedXpertQA_891,C,C,C,1,1
qa_7951,D,D,D,1,1
qa_4794,D,D,D,1,1
medqa_4733,D,A,A,0,0
MedXpertQA_62,A,B,B,0,0
pubmedqa_artificial_4781,B,B,B,1,1
qa_2194,C,A,A,0,0
qa_5488,D,C,C,0,0
qa_5052,C,C,C,1,1
qa_6771,B,C,C,0,0
MedXpertQA_727,G,D,D,0,0
medqa_4861,A,D,D,0,0
MedXpertQA_576,C,C,C,1,1
medqa_5905,A,A,A,1,1
medqa_4115,D,D,D,1,1
qa_2941,B,B,B,1,1
qa_1007,A,A,A,1,1
qa_9423,C,C,C,1,1
qa_2268,D,D,D,1,1
qa_1536,A,A,A,1,1
qa_9020,A,A,A,1,1
medqa_195,B,B,B,1,1
medmcqa_2724,D,D,D,1,1
medqa_101,C,C,C,1,1
medqa_6910,D,C,C,0,0
qa_2793,C,D,D,0,0
medqa_4752,B,B,B,1,1
qa_1394,D,B,B,0,0
qa_1811,C,C,C,1,1
qa_2824,B,B,B,1,1
medqa_160,A,A,A,1,1
medqa_199,D,D,D,1,1
medqa_834,C,C,C,1,1
medmcqa_2933,C,C,C,1,1
qa_5208,B,B,B,1,1
qa_9433,A,A,A,1,1
huatuo_4835,C,C,C,1,1
qa_7833,B,B,B,1,1
qa_9467,A,A,A,1,1
MedXpertQA_769,F,C,C,0,0
qa_3343,D,D,D,1,1
qa_4015,D,D,D,1,1
qa_3834,D,D,D,1,1
qa_1994,B,A,A,0,0
qa_6434,A,B,B,0,0
MedXpertQA_756,G,E,E,0,0
qa_2898,B,B,B,1,1
qa_3606,B,B,B,1,1
qa_6272,B,B,B,1,1
medqa_5493,A,B,B,0,0
medqa_4416,D,D,D,1,1
qa_7047,B,B,B,1,1
qa_1532,C,C,C,1,1
medqa_5307,A,A,A,1,1
qa_9367,C,C,C,1,1
pubmedqa_artificial_5056,A,A,A,1,1
qa_7269,B,B,B,1,1
qa_9123,C,C,C,1,1
qa_2856,A,E,E,0,0
qa_2101,C,C,C,1,1
qa_2554,C,A,C,0,1
qa_1749,C,C,C,1,1
qa_1881,C,C,C,1,1
qa_3497,D,B,B,0,0
qa_7968,A,A,A,1,1
pubmedqa_artificial_1441,A,A,A,1,1
huatuo_8092,D,D,D,1,1
qa_6116,B,B,B,1,1
qa_7079,D,D,D,1,1
qa_1612,A,A,A,1,1
medqa_6608,A,D,D,0,0
medqa_4610,A,B,B,0,0
qa_4657,A,A,A,1,1
qa_6573,A,A,A,1,1
qa_2954,B,B,B,1,1
qa_4703,C,C,D,1,0
qa_8305,B,B,B,1,1
qa_4519,D,D,D,1,1
qa_1598,A,C,C,0,0
qa_6079,D,D,D,1,1
medqa_4735,D,D,D,1,1
qa_3459,A,A,A,1,1
MedXpertQA_518,C,H,H,0,0
qa_7971,B,B,B,1,1
qa_1096,B,B,B,1,1
qa_2574,A,A,A,1,1
qa_2804,D,D,D,1,1
qa_9486,A,A,A,1,1
qa_7991,C,C,C,1,1
qa_8664,A,A,A,1,1
qa_6394,C,C,C,1,1
qa_1134,D,A,A,0,0
huatuo_7878,B,E,B,0,1
qa_1858,D,D,D,1,1
medmcqa_263,B,B,B,1,1
medqa_401,C,C,C,1,1
huatuo_1889,C,C,C,1,1
huatuo_7374,B,B,B,1,1
MedXpertQA_208,C,B,B,0,0
MedXpertQA_315,F,J,J,0,0
qa_4298,D,D,D,1,1
qa_3794,A,A,A,1,1
qa_1524,D,D,D,1,1
qa_6106,E,E,E,1,1
medqa_4808,C,C,C,1,1
medqa_5402,D,D,D,1,1
medqa_5389,B,B,B,1,1
qa_1555,D,D,D,1,1
medqa_901,A,A,A,1,1
MedXpertQA_405,B,C,C,0,0
medqa_323,C,C,C,1,1
qa_2278,A,A,A,1,1
qa_2885,C,C,C,1,1
qa_1229,A,A,A,1,1
qa_5714,A,A,A,1,1
qa_362,D,D,D,1,1
qa_1206,C,C,C,1,1
qa_3917,D,D,D,1,1
qa_2226,C,C,C,1,1
medqa_389,C,C,C,1,1
medqa_508,D,C,C,0,0
medqa_5246,C,C,C,1,1
huatuo_1312,D,D,D,1,1
MedXpertQA_640,G,H,H,0,0
qa_2061,C,C,C,1,1
qa_6859,C,C,C,1,1
MedXpertQA_311,E,I,G,0,0
medqa_7518,D,D,D,1,1
qa_3137,C,C,C,1,1
qa_6912,E,E,E,1,1
qa_6596,B,B,B,1,1
qa_9563,C,C,C,1,1
medqa_5483,C,C,C,1,1
medmcqa_2193,B,B,B,1,1
medqa_4804,B,B,B,1,1
medqa_722,A,A,A,1,1
huatuo_8651,A,A,A,1,1
medqa_7246,B,B,B,1,1
qa_1955,D,D,D,1,1
MedXpertQA_114,J,J,J,1,1
qa_2866,A,C,A,0,1
MMLU_967,D,D,D,1,1
medqa_4852,B,B,B,1,1
qa_3365,D,D,D,1,1
qa_946,D,D,D,1,1
qa_6510,A,A,A,1,1
qa_6155,B,D,D,0,0
qa_2084,D,D,D,1,1
medqa_7408,D,D,D,1,1
medqa_7211,A,A,A,1,1
medqa_5786,D,D,D,1,1
qa_3289,C,C,C,1,1
qa_9542,D,B,B,0,0
medqa_7357,B,B,B,1,1
qa_5371,C,A,A,0,0
qa_2480,B,B,B,1,1
qa_1172,D,C,C,0,0
qa_7998,B,B,B,1,1
medqa_743,D,D,D,1,1
medqa_115,A,A,A,1,1
MedXpertQA_668,A,E,E,0,0
MedXpertQA_763,E,C,C,0,0
qa_4226,C,A,A,0,0
medqa_850,B,B,B,1,1
medmcqa_6726,A,A,A,1,1
pubmedqa_artificial_9286,A,A,A,1,1
medmcqa_6790,B,B,B,1,1
qa_1040,C,B,B,0,0
medqa_479,D,D,D,1,1
qa_3005,D,D,D,1,1
qa_6384,B,B,B,1,1
qa_8712,D,D,D,1,1
medqa_425,C,C,C,1,1
qa_1012,B,D,D,0,0
medqa_520,D,D,D,1,1
qa_4086,A,A,A,1,1
medqa_4812,D,D,D,1,1
qa_7723,D,C,C,0,0
qa_2174,A,A,A,1,1
qa_3676,A,A,A,1,1
qa_1340,D,D,D,1,1
qa_8040,B,C,B,0,1
qa_9539,C,C,C,1,1
medqa_4299,C,C,C,1,1
qa_7800,B,B,B,1,1
qa_8002,B,B,B,1,1
qa_1912,B,B,B,1,1
qa_9275,A,A,A,1,1
medqa_314,B,B,B,1,1
qa_2230,A,A,A,1,1
qa_3203,C,C,C,1,1
MedXpertQA_460,A,A,A,1,1
huatuo_7185,E,A,A,0,0
pubmedqa_artificial_1489,B,A,A,0,0
MedXpertQA_327,D,F,F,0,0
qa_2112,B,B,B,1,1
medqa_4690,B,B,B,1,1
medqa_4348,C,C,C,1,1
qa_2238,B,B,B,1,1
MedXpertQA_60,J,E,E,0,0
qa_7637,D,D,D,1,1
medqa_164,A,A,A,1,1
medqa_5119,C,C,C,1,1
qa_5470,D,A,A,0,0
qa_8979,B,B,B,1,1
medqa_313,B,B,B,1,1
qa_9613,B,B,B,1,1
MedXpertQA_332,I,I,I,1,1
qa_5270,A,A,A,1,1
medqa_354,D,D,D,1,1
qa_8222,B,B,B,1,1
medqa_7466,C,C,C,1,1
MedXpertQA_484,A,C,C,0,0
qa_7039,D,A,A,0,0
huatuo_7834,A,A,A,1,1
qa_2091,A,A,A,1,1
medqa_7227,B,C,C,0,0
qa_6350,C,C,C,1,1
qa_187,D,A,A,0,0
qa_4440,A,A,A,1,1
qa_8933,C,C,C,1,1
qa_9507,B,B,B,1,1
medqa_4814,B,C,C,0,0
medqa_7313,D,A,A,0,0
medqa_485,B,B,B,1,1
MedXpertQA_414,C,H,H,0,0
medqa_4103,C,C,C,1,1
qa_1203,A,A,A,1,1
qa_8881,C,C,C,1,1
medqa_395,B,B,B,1,1
qa_3179,C,C,C,1,1
qa_6043,C,C,C,1,1
huatuo_1191,A,A,A,1,1
qa_3992,D,D,D,1,1
medqa_7421,C,C,C,1,1
pubmedqa_artificial_1055,A,A,A,1,1
qa_1804,B,B,B,1,1
medqa_988,C,C,C,1,1
huatuo_8070,D,D,D,1,1
medqa_4322,D,D,D,1,1
medqa_788,D,C,C,0,0
qa_8694,D,D,D,1,1
qa_5688,C,B,B,0,0
medqa_793,C,C,C,1,1
qa_2106,D,D,D,1,1
MedXpertQA_583,H,G,G,0,0
qa_2208,A,A,A,1,1
qa_3832,B,B,B,1,1
qa_3590,B,B,B,1,1
qa_4252,B,B,B,1,1
MedXpertQA_793,E,D,D,0,0
pubmedqa_unlabeled_1696,A,A,A,1,1
qa_5726,B,B,B,1,1
medqa_5369,D,D,D,1,1
qa_3286,C,C,C,1,1
qa_3900,C,C,C,1,1
medqa_4693,A,A,A,1,1
MedXpertQA_823,F,F,F,1,1
medqa_5514,C,C,C,1,1
qa_2867,B,B,B,1,1
medqa_687,C,C,C,1,1
qa_3288,B,B,B,1,1
medqa_280,B,B,B,1,1
medqa_900,A,A,A,1,1
medqa_5288,A,A,A,1,1
MedXpertQA_14,D,D,D,1,1
qa_4554,C,C,C,1,1
qa_3316,A,A,A,1,1
MedXpertQA_685,H,H,H,1,1
qa_3253,A,A,A,1,1
medqa_592,D,D,D,1,1
qa_8787,B,D,D,0,0
qa_219,B,B,B,1,1
medqa_4974,C,C,C,1,1
huatuo_1770,A,A,A,1,1
qa_4476,A,A,A,1,1
qa_1581,A,A,A,1,1
medqa_233,D,D,D,1,1
qa_8936,A,A,A,1,1
huatuo_8837,A,A,A,1,1
medqa_725,C,C,C,1,1
MedXpertQA_717,G,A,A,0,0
qa_2901,B,B,B,1,1
qa_8067,A,B,B,0,0
qa_6709,B,B,B,1,1
medmcqa_6730,A,A,A,1,1
