sample_key,gold_answer,reasoner_correct_qwen_nopc,final_correct_qwen_nopc,final_answer_qwen_nopc,reasoner_correct_qwen_wpc,final_correct_qwen_wpc,final_answer_qwen_wpc
medqa_4567,D,1,1,D,1,1,D
medqa_4570,C,1,1,C,1,1,C
medqa_4572,D,1,1,D,1,1,D
medqa_4575,A,1,1,A,1,1,A
medqa_458,A,1,1,A,1,1,A
medqa_4580,A,0,0,B,0,0,B
medqa_4587,C,1,1,C,1,1,C
medqa_4588,B,1,1,B,1,1,B
medqa_459,A,0,0,D,0,0,D
medqa_4604,B,1,1,B,1,1,B
medqa_4610,A,0,0,B,0,0,B
medqa_4611,B,1,1,B,1,1,B
medqa_4614,D,1,1,D,1,1,D
medqa_4635,B,1,1,B,1,1,B
medqa_4641,C,1,1,C,1,1,C
medqa_4646,B,1,1,B,1,1,B
medqa_4655,D,1,1,D,1,1,D
medqa_4660,D,1,1,D,1,1,D
medqa_4664,D,1,1,D,1,1,D
medqa_4677,C,1,1,C,1,1,C
medqa_469,D,1,1,D,1,1,D
medqa_4690,B,1,1,B,1,1,B
medqa_4693,A,1,1,A,1,1,A
medqa_4695,A,1,1,A,1,1,A
medqa_4697,C,0,0,D,0,0,D
medqa_470,B,1,1,B,1,1,B
medqa_4700,D,1,1,D,1,1,D
medqa_4705,C,1,1,C,1,1,C
medqa_4721,D,1,1,D,1,1,D
medqa_4733,D,0,0,A,0,0,A
medqa_4735,D,1,1,D,1,1,D
medqa_4738,C,1,1,C,1,1,C
medqa_4752,B,1,1,B,1,1,B
medqa_4756,D,1,1,D,1,1,D
medqa_4757,B,1,1,B,1,1,B
medqa_476,A,1,1,A,1,1,A
medqa_4768,C,1,1,C,1,1,C
medqa_4773,A,0,0,B,0,0,B
medqa_478,D,1,1,D,1,1,D
medqa_479,D,1,1,D,1,1,D
medqa_4790,D,1,1,D,1,1,D
medqa_4792,C,1,1,C,1,1,C
medqa_4795,B,1,1,B,1,1,B
medqa_4798,C,1,1,C,1,1,C
medqa_4801,D,1,1,D,1,1,D
medqa_4803,B,1,1,B,1,0,D
medqa_4804,B,1,1,B,1,1,B
medqa_4806,C,1,1,C,1,1,C
medqa_4807,A,0,0,B,0,0,B
medqa_4808,C,1,1,C,1,1,C
medqa_481,C,1,1,C,1,1,C
medqa_4812,D,1,1,D,1,1,D
medqa_4813,D,1,1,D,1,1,D
medqa_4814,B,0,0,C,0,0,C
medqa_4815,A,1,1,A,1,1,A
medqa_4827,C,0,1,C,0,1,C
medqa_4830,A,1,1,A,1,1,A
medqa_4831,D,1,1,D,1,1,D
medqa_4832,C,1,1,C,1,1,C
medqa_4833,D,1,1,D,1,1,D
medqa_484,B,1,1,B,1,1,B
medqa_4848,A,1,1,A,1,1,A
medqa_4849,A,1,1,A,1,1,A
medqa_485,B,1,1,B,1,1,B
medqa_4852,B,1,1,B,1,1,B
medqa_486,C,1,1,C,1,1,C
medqa_4861,A,0,0,D,0,0,D
medqa_4863,C,1,1,C,1,1,C
medqa_4869,C,1,1,C,1,1,C
medqa_4874,B,1,1,B,1,1,B
medqa_4875,B,1,1,B,1,1,B
medqa_4881,A,1,1,A,1,0,C
medqa_4908,A,1,1,A,1,1,A
medqa_4915,A,1,1,A,1,1,A
medqa_4917,A,0,1,A,0,0,B
medqa_492,A,1,1,A,1,1,A
medqa_4927,B,1,1,B,1,1,B
medqa_4928,A,1,1,A,1,1,A
medqa_4934,C,0,1,C,0,1,C
medqa_4937,B,1,1,B,1,1,B
medqa_4939,A,1,1,A,1,1,A
medqa_4940,D,1,1,D,1,1,D
medqa_4945,B,0,0,C,0,0,C
medqa_4947,C,0,0,B,0,1,C
medqa_4949,C,1,1,C,1,1,C
medqa_4956,D,1,1,D,1,1,D
medqa_4957,D,1,1,D,1,1,D
medqa_4958,D,1,1,D,1,1,D
medqa_4962,B,1,1,B,1,1,B
medqa_4967,D,0,0,A,0,0,A
medqa_4973,A,1,1,A,1,1,A
medqa_4974,C,1,1,C,1,1,C
medqa_4976,D,1,1,D,1,1,D
medqa_4978,B,1,1,B,1,1,B
medqa_4989,D,0,1,D,0,1,D
medqa_5,C,1,1,C,1,1,C
medqa_5006,C,1,1,C,1,1,C
medqa_5014,A,1,1,A,1,1,A
medqa_5020,A,1,1,A,1,1,A
medqa_5021,C,1,1,C,1,1,C
medqa_5029,B,1,1,B,1,1,B
medqa_5033,C,1,1,C,1,1,C
medqa_5037,B,1,1,B,1,1,B
medqa_5039,C,0,0,B,0,0,B
medqa_5040,A,1,1,A,1,1,A
medqa_5058,A,1,1,A,1,1,A
medqa_5061,C,1,1,C,1,1,C
medqa_5064,B,1,1,B,1,1,B
medqa_5068,D,0,0,B,0,0,B
medqa_5071,C,1,1,C,1,1,C
medqa_5079,D,1,1,D,1,1,D
medqa_508,D,0,1,D,0,1,D
medqa_5088,B,1,1,B,1,1,B
medqa_5091,C,1,1,C,1,1,C
medqa_5100,D,1,1,D,1,1,D
medqa_5119,C,1,1,C,1,1,C
medqa_5125,B,1,1,B,1,1,B
medqa_5129,C,1,1,C,1,1,C
medqa_5133,B,1,1,B,1,1,B
medqa_514,C,1,1,C,1,1,C
medqa_5142,B,1,1,B,1,1,B
medqa_5143,B,1,1,B,1,1,B
medqa_5146,D,0,0,A,0,0,A
medqa_5147,B,0,0,A,0,0,A
medqa_5159,D,1,1,D,1,1,D
medqa_516,B,1,1,B,1,1,B
medqa_5176,B,1,1,B,1,1,B
medqa_5193,D,0,0,B,0,0,B
medqa_5198,A,1,1,A,1,1,A
medqa_52,C,1,1,C,1,1,C
medqa_520,D,1,1,D,1,1,D
medqa_5210,A,1,1,A,1,1,A
medqa_5219,B,1,1,B,1,1,B
medqa_5220,A,1,1,A,1,1,A
medqa_5224,B,1,1,B,1,1,B
medqa_5227,D,1,1,D,1,1,D
medqa_5237,D,0,0,C,0,0,C
medqa_5238,B,1,1,B,1,1,B
medqa_524,A,1,1,A,1,1,A
medqa_5243,A,0,0,B,0,0,B
medqa_5246,C,1,1,C,1,1,C
medqa_5249,C,1,1,C,1,1,C
medqa_5251,B,1,1,B,1,1,B
medqa_5261,C,1,1,C,1,1,C
medqa_5263,B,1,1,B,1,1,B
medqa_5265,B,1,1,B,1,1,B
medqa_5268,D,0,0,A,0,1,D
medqa_527,B,1,1,B,1,1,B
medqa_5274,C,1,1,C,1,1,C
medqa_5275,B,1,1,B,1,1,B
medqa_5277,A,1,1,A,1,1,A
medqa_5279,C,1,1,C,1,1,C
medqa_5288,A,1,1,A,1,1,A
medqa_5289,D,1,1,D,1,1,D
medqa_5296,C,1,1,C,1,1,C
medqa_5307,A,1,1,A,1,1,A
medqa_5346,A,0,0,B,0,0,B
medqa_5351,C,1,1,C,1,1,C
medqa_5352,C,1,1,C,1,1,C
medqa_5356,C,1,1,C,1,1,C
medqa_5369,D,1,1,D,1,1,D
medqa_5389,B,1,1,B,1,1,B
medqa_5391,B,1,1,B,1,1,B
medqa_5392,D,0,1,D,0,0,A
medqa_54,D,1,1,D,1,1,D
medqa_5401,B,1,1,B,1,1,B
medqa_5402,D,1,1,D,1,1,D
medqa_5423,B,1,1,B,1,1,B
medqa_5427,A,0,0,D,0,1,A
medqa_5443,A,1,1,A,1,1,A
medqa_5446,A,0,0,B,0,0,B
medqa_5447,C,1,1,C,1,1,C
medqa_5461,C,1,1,C,1,1,C
medqa_5466,A,0,1,A,0,1,A
medqa_5467,B,1,1,B,1,1,B
medqa_5468,A,1,1,A,1,1,A
medqa_547,C,1,1,C,1,1,C
medqa_5471,D,0,1,D,0,1,D
medqa_5479,D,1,1,D,1,1,D
medqa_5483,C,1,1,C,1,1,C
medqa_5485,D,1,1,D,1,1,D
medqa_5486,A,1,1,A,1,1,A
medqa_5493,A,0,0,B,0,1,A
medqa_5508,B,1,1,B,1,1,B
medqa_5514,C,1,1,C,1,1,C
medqa_552,B,0,0,D,0,0,D
medqa_5524,D,1,1,D,1,1,D
medqa_5525,C,0,0,A,0,0,A
medqa_5535,B,0,0,C,0,0,C
medqa_554,C,1,1,C,1,1,C
medqa_5542,D,0,0,A,0,0,A
medqa_5556,B,1,1,B,1,1,B
medqa_5570,A,1,1,A,1,1,A
medqa_5577,B,1,1,B,1,1,B
medqa_5578,D,1,1,D,1,1,D
medqa_5586,C,0,1,C,0,1,C
medqa_5590,C,1,1,C,1,1,C
medqa_5591,D,1,1,D,1,1,D
medqa_5600,A,1,1,A,1,1,A
medqa_5601,A,1,1,A,1,1,A
medqa_5612,C,1,1,C,1,1,C
medqa_5613,C,0,1,C,0,1,C
medqa_5618,B,1,1,B,1,1,B
medqa_5622,D,1,1,D,1,1,D
medqa_5646,D,1,1,D,1,1,D
medqa_566,C,1,1,C,1,1,C
medqa_5664,A,0,1,A,0,1,A
medqa_5674,A,1,1,A,1,1,A
medqa_5675,A,1,1,A,1,1,A
medqa_5681,B,1,1,B,1,0,A
medqa_5689,D,1,1,D,1,1,D
medqa_569,C,1,1,C,1,1,C
medqa_5692,C,1,1,C,1,1,C
medqa_5696,A,1,1,A,1,1,A
medqa_573,C,1,1,C,1,1,C
medqa_5730,D,0,1,D,0,1,D
medqa_5749,B,1,1,B,1,1,B
medqa_5767,B,1,1,B,1,1,B
medqa_5773,A,1,1,A,1,1,A
medqa_5775,C,1,1,C,1,1,C
medqa_5780,C,1,1,C,1,1,C
medqa_5783,C,1,1,C,1,1,C
medqa_5785,C,1,1,C,1,1,C
medqa_5786,D,1,1,D,1,1,D
medqa_579,B,1,1,B,1,1,B
medqa_5796,A,1,1,A,1,1,A
medqa_5818,A,1,1,A,1,1,A
medqa_5822,D,1,1,D,1,1,D
medqa_5829,A,1,1,A,1,1,A
medqa_583,D,1,1,D,1,1,D
medqa_5831,B,1,1,B,1,1,B
medqa_5835,B,1,1,B,1,1,B
medqa_5837,B,1,1,B,1,1,B
medqa_5841,D,1,1,D,1,1,D
medqa_585,C,1,1,C,1,1,C
medqa_5851,A,1,1,A,1,1,A
medqa_5854,B,1,1,B,1,1,B
medqa_5859,B,1,1,B,1,1,B
medqa_586,B,1,1,B,1,1,B
medqa_5866,C,1,1,C,1,1,C
medqa_587,B,0,0,D,0,0,D
medqa_5874,D,1,1,D,1,1,D
medqa_5879,C,1,1,C,1,1,C
medqa_588,B,1,1,B,1,1,B
medqa_5882,D,1,1,D,1,1,D
medqa_5888,C,0,0,A,0,0,A
medqa_5892,B,1,1,B,1,1,B
medqa_5903,A,1,1,A,1,1,A
medqa_5905,A,1,1,A,1,1,A
medqa_5912,C,1,1,C,1,1,C
medqa_5916,D,1,1,D,1,1,D
medqa_592,D,1,1,D,1,1,D
medqa_5921,B,1,1,B,1,1,B
medqa_5926,B,0,1,B,0,1,B
medqa_5941,B,1,1,B,1,1,B
medqa_595,A,0,0,B,0,0,B
medqa_5959,C,1,1,C,1,1,C
medqa_596,B,1,1,B,1,1,B
medqa_5964,A,1,1,A,1,1,A
medqa_5973,C,0,0,D,0,0,D
medqa_5974,C,1,1,C,1,1,C
medqa_5992,C,1,1,C,1,1,C
medqa_5994,A,1,1,A,1,1,A
medqa_6009,B,0,1,B,0,1,B
medqa_6011,A,0,0,B,0,1,A
medqa_6014,D,1,1,D,1,1,D
medqa_6018,C,1,1,C,1,1,C
medqa_608,A,1,1,A,1,1,A
medqa_618,A,1,1,A,1,1,A
medqa_627,D,0,0,B,0,1,D
medqa_63,D,0,1,D,0,0,B
medqa_630,B,1,1,B,1,1,B
medqa_633,C,1,1,C,1,1,C
medqa_634,C,1,1,C,1,1,C
medqa_638,B,1,1,B,1,1,B
medqa_644,C,1,1,C,1,1,C
medqa_645,C,1,1,C,1,1,C
medqa_649,B,1,1,B,1,1,B
medqa_65,A,1,1,A,1,1,A
medqa_6513,C,1,1,C,1,1,C
medqa_652,B,1,1,B,1,1,B
medqa_6520,C,1,1,C,1,1,C
medqa_6527,A,1,1,A,1,1,A
medqa_6546,A,1,1,A,1,1,A
medqa_655,C,1,1,C,1,1,C
medqa_6554,B,1,1,B,1,1,B
medqa_6557,C,0,0,B,0,0,B
medqa_6561,D,0,0,B,0,0,B
medqa_6578,B,1,1,B,1,1,B
medqa_6579,A,1,1,A,1,1,A
medqa_6583,C,1,1,C,1,1,C
medqa_6587,C,1,1,C,1,1,C
medqa_6593,C,1,1,C,1,1,C
medqa_6602,A,1,1,A,1,1,A
medqa_6605,B,1,1,B,1,1,B
medqa_6608,A,0,0,D,0,1,A
medqa_661,A,1,1,A,1,1,A
medqa_6631,A,1,1,A,1,1,A
medqa_6636,A,1,1,A,1,1,A
medqa_6644,B,1,1,B,1,1,B
medqa_6647,A,1,1,A,1,1,A
medqa_6664,A,1,1,A,1,1,A
medqa_6673,D,1,1,D,1,1,D
medqa_6678,A,1,1,A,1,1,A
medqa_6687,D,1,1,D,1,1,D
medqa_6688,A,1,1,A,1,1,A
medqa_669,C,0,0,B,0,0,A
medqa_6692,A,1,1,A,1,1,A
medqa_6710,A,0,1,A,0,1,A
medqa_6718,B,1,1,B,1,1,B
medqa_6719,D,0,0,B,0,1,D
medqa_6727,D,0,1,D,0,1,D
medqa_6729,D,1,1,D,1,1,D
medqa_6734,A,1,1,A,1,1,A
medqa_6735,B,1,1,B,1,1,B
medqa_676,D,1,1,D,1,1,D
medqa_677,D,1,1,D,1,1,D
medqa_6869,C,1,1,C,1,1,C
medqa_687,C,1,1,C,1,0,B
medqa_6872,A,1,1,A,1,1,A
medqa_688,B,1,1,B,1,1,B
medqa_6883,C,1,1,C,1,1,C
medqa_6887,D,1,1,D,1,1,D
medqa_6890,D,1,1,D,1,1,D
medqa_690,D,0,1,D,0,0,B
medqa_6902,C,0,0,A,0,1,C
medqa_6905,B,1,1,B,1,1,B
medqa_6908,A,1,1,A,1,1,A
medqa_6910,D,0,0,C,0,0,C
medqa_6912,D,1,1,D,1,1,D
medqa_6915,A,1,1,A,1,1,A
medqa_6920,B,0,0,C,0,0,C
medqa_6922,A,1,1,A,1,1,A
medqa_6937,C,1,1,C,1,1,C
medqa_6940,C,1,1,C,1,1,C
medqa_6941,B,1,1,B,1,0,D
medqa_6947,D,1,1,D,1,1,D
medqa_6953,D,0,1,D,0,1,D
medqa_6954,C,0,1,C,0,1,C
medqa_6955,A,1,1,A,1,1,A
medqa_6958,C,1,1,C,1,1,C
medqa_6962,C,1,1,C,1,1,C
medqa_6976,A,1,1,A,1,1,A
medqa_6977,B,1,1,B,1,1,B
medqa_6978,C,1,1,C,1,1,C
medqa_6980,A,1,1,A,1,1,A
medqa_6981,A,1,1,A,1,1,A
medqa_699,C,1,1,C,1,1,C
medqa_6999,D,1,1,D,1,1,D
medqa_7000,A,0,0,C,0,0,C
medqa_7005,B,1,1,B,1,1,B
medqa_7016,B,1,1,B,1,0,A
medqa_7036,D,1,1,D,1,1,D
medqa_7043,D,0,1,D,0,1,D
medqa_7044,A,0,0,B,0,1,A
medqa_7053,D,0,1,D,0,1,D
medqa_7078,D,1,1,D,1,1,D
medqa_7087,A,1,1,A,1,1,A
medqa_7098,D,1,1,D,1,1,D
medqa_7103,B,1,1,B,1,1,B
medqa_7109,B,1,1,B,1,1,B
medqa_7114,A,1,1,A,1,1,A
medqa_7124,D,1,1,D,1,1,D
medqa_7126,D,1,1,D,1,1,D
medqa_7131,A,1,1,A,1,1,A
medqa_7134,B,1,1,B,1,1,B
medqa_7144,A,1,1,A,1,1,A
medqa_7154,A,0,0,C,0,0,C
medqa_7172,A,1,1,A,1,1,A
medqa_7174,C,1,1,C,1,1,C
medqa_7182,D,0,0,A,0,0,A
medqa_7186,D,1,1,D,1,1,D
medqa_7187,D,1,0,A,1,1,D
medqa_719,D,1,1,D,1,1,D
medqa_7190,A,0,0,B,0,0,B
medqa_7192,D,1,1,D,1,1,D
medqa_7197,D,1,1,D,1,1,D
medqa_7201,D,1,1,D,1,1,D
medqa_7203,C,1,1,C,1,1,C
medqa_7204,D,1,1,D,1,1,D
medqa_7211,A,1,1,A,1,1,A
medqa_722,A,1,1,A,1,1,A
medqa_7227,B,0,0,C,0,0,C
medqa_7228,B,1,1,B,1,1,B
medqa_724,A,1,1,A,1,1,A
medqa_7241,C,1,1,C,1,1,C
medqa_7246,B,1,1,B,1,1,B
medqa_7249,A,1,1,A,1,1,A
medqa_725,C,1,1,C,1,1,C
medqa_7252,A,1,1,A,1,1,A
medqa_7253,D,1,1,D,1,1,D
medqa_7254,C,1,1,C,1,1,C
medqa_7256,C,1,1,C,1,1,C
medqa_7258,D,1,1,D,1,1,D
medqa_7259,D,1,1,D,1,1,D
medqa_7267,B,1,1,B,1,1,B
medqa_7268,B,1,1,B,1,1,B
medqa_7274,B,1,1,B,1,1,B
medqa_7276,C,0,1,C,0,1,C
medqa_7279,A,1,1,A,1,1,A
medqa_7282,C,0,0,D,0,0,D
medqa_7283,C,1,1,C,1,1,C
medqa_7287,A,1,1,A,1,1,A
medqa_7292,D,0,0,C,0,0,C
medqa_7293,A,1,1,A,1,1,A
medqa_7296,C,1,1,C,1,1,C
medqa_7298,C,1,1,C,1,1,C
medqa_730,A,1,1,A,1,1,A
medqa_7308,A,1,1,A,1,1,A
medqa_7313,D,0,0,A,0,0,A
medqa_7328,C,1,1,C,1,1,C
medqa_7331,C,0,1,C,0,1,C
medqa_7340,C,1,1,C,1,1,C
medqa_7352,B,1,1,B,1,1,B
medqa_7357,B,1,1,B,1,1,B
medqa_7375,D,1,1,D,1,1,D
medqa_7378,A,0,0,C,0,0,C
medqa_738,A,1,1,A,1,1,A
medqa_7383,B,1,1,B,1,1,B
medqa_7385,A,1,1,A,1,1,A
medqa_7392,A,1,1,A,1,1,A
medqa_7402,B,0,1,B,0,1,B
medqa_7404,D,1,1,D,1,1,D
medqa_7405,C,1,1,C,1,1,C
medqa_7408,D,1,1,D,1,1,D
medqa_7410,D,1,1,D,1,1,D
medqa_7416,A,1,1,A,1,1,A
medqa_7418,A,1,1,A,1,1,A
medqa_7421,C,1,1,C,1,1,C
medqa_7429,A,1,1,A,1,1,A
medqa_743,D,1,1,D,1,1,D
medqa_7434,A,1,1,A,1,1,A
medqa_7442,A,0,0,C,0,0,C
medqa_7443,A,1,1,A,1,1,A
medqa_7445,D,1,1,D,1,1,D
medqa_7447,D,0,0,A,0,1,D
medqa_7449,D,0,1,D,0,1,D
medqa_7457,A,1,1,A,1,1,A
medqa_7458,C,1,1,C,1,1,C
medqa_7459,D,1,1,D,1,1,D
medqa_746,B,1,1,B,1,1,B
medqa_7466,C,1,1,C,1,1,C
medqa_7467,D,1,1,D,1,1,D
medqa_747,D,1,1,D,1,1,D
medqa_7473,B,1,1,B,1,1,B
medqa_7478,D,1,1,D,1,1,D
medqa_7483,A,1,1,A,1,1,A
medqa_7484,D,0,0,A,0,0,A
medqa_7487,C,1,1,C,1,1,C
medqa_7492,D,1,1,D,1,1,D
medqa_75,B,0,0,A,0,0,A
medqa_7514,C,1,1,C,1,1,C
medqa_7515,B,1,1,B,1,1,B
medqa_7516,B,1,1,B,1,1,B
medqa_7518,D,1,1,D,1,1,D
medqa_7519,A,1,1,A,1,1,A
medqa_7520,B,0,0,A,0,0,A
medqa_7522,C,1,1,C,1,1,C
medqa_7533,A,0,0,C,0,0,C
medqa_7535,B,1,1,B,1,1,B
medqa_7536,C,1,1,C,1,1,C
medqa_7541,B,0,1,B,0,1,B
medqa_7555,B,0,1,B,0,1,B
medqa_7559,D,1,1,D,1,1,D
medqa_7560,B,1,1,B,1,1,B
medqa_7561,A,0,1,A,0,0,D
medqa_7564,D,1,1,D,1,1,D
medqa_7565,B,1,1,B,1,1,B
medqa_7566,D,1,1,D,1,1,D
medqa_7569,A,0,0,B,0,0,B
medqa_7572,A,1,1,A,1,1,A
medqa_758,A,1,1,A,1,1,A
medqa_768,B,1,1,B,1,1,B
medqa_783,C,1,1,C,1,1,C
medqa_784,D,1,1,D,1,1,D
medqa_785,A,1,1,A,1,1,A
medqa_786,D,1,1,D,1,1,D
medqa_788,D,0,0,C,0,0,C
medqa_79,A,1,1,A,1,1,A
medqa_792,D,1,1,D,1,1,D
medqa_793,C,1,1,C,1,1,C
medqa_794,C,1,1,C,1,1,C
medqa_795,D,0,0,A,0,0,A
medqa_8,D,1,1,D,1,1,D
medqa_80,B,1,1,B,1,1,B
medqa_805,A,1,1,A,1,1,A
medqa_806,B,1,1,B,1,1,B
medqa_811,A,1,1,A,1,1,A
medqa_819,A,1,1,A,1,1,A
medqa_825,B,1,1,B,1,1,B
medqa_828,C,1,1,C,1,1,C
medqa_83,C,1,1,C,1,1,C
medqa_833,C,1,1,C,1,1,C
medqa_834,C,1,1,C,1,1,C
medqa_838,A,1,1,A,1,1,A
medqa_842,C,0,0,D,0,0,D
medqa_848,D,0,0,A,0,0,B
medqa_850,B,1,1,B,1,1,B
medqa_854,C,1,1,C,1,1,C
medqa_857,D,1,1,D,1,1,D
medqa_86,D,1,1,D,1,1,D
medqa_868,A,1,1,A,1,1,A
medqa_872,C,1,1,C,1,1,C
medqa_874,B,1,1,B,1,1,B
medqa_875,D,1,1,D,1,1,D
medqa_884,D,1,1,D,1,1,D
medqa_89,A,0,0,B,0,0,B
medqa_891,D,1,1,D,1,1,D
medqa_893,B,1,1,B,1,1,B
medqa_90,A,1,1,A,1,1,A
medqa_900,A,1,1,A,1,1,A
medqa_901,A,1,1,A,1,1,A
medqa_905,C,1,1,C,1,1,C
medqa_91,D,1,1,D,1,1,D
medqa_910,C,1,1,C,1,1,C
medqa_912,C,0,0,B,0,0,B
medqa_917,B,1,1,B,1,1,B
medqa_929,C,1,1,C,1,1,C
medqa_93,A,1,1,A,1,1,A
medqa_931,D,1,1,D,1,1,D
medqa_936,A,1,1,A,1,1,A
medqa_941,A,1,1,A,1,1,A
medqa_946,A,1,1,A,1,1,A
medqa_954,A,0,1,A,0,1,A
medqa_955,A,1,1,A,1,1,A
medqa_960,C,0,1,C,0,1,C
medqa_978,C,1,1,C,1,0,B
medqa_980,C,1,1,C,1,1,C
medqa_986,C,1,1,C,1,1,C
medqa_988,C,1,1,C,1,1,C
medqa_995,A,1,1,A,1,1,A
medqa_996,B,0,0,A,0,0,A
pubmedqa_108,A,1,1,A,1,1,A
pubmedqa_381,A,1,1,A,1,1,A
pubmedqa_81,A,1,1,A,1,0,B
pubmedqa_896,B,1,1,B,1,1,B
pubmedqa_99,A,1,1,A,1,1,A
pubmedqa_artificial_1055,A,1,1,A,1,1,A
pubmedqa_artificial_1252,A,0,0,B,0,0,B
pubmedqa_artificial_1441,A,1,1,A,1,1,A
pubmedqa_artificial_1486,A,1,1,A,1,1,A
pubmedqa_artificial_1489,B,0,0,A,0,0,A
pubmedqa_artificial_1635,A,1,0,B,1,0,B
pubmedqa_artificial_1724,A,1,1,A,1,1,A
pubmedqa_artificial_1761,A,0,0,B,0,0,B
pubmedqa_artificial_1879,A,1,1,A,1,1,A
pubmedqa_artificial_1899,A,1,1,A,1,1,A
pubmedqa_artificial_2013,A,1,1,A,1,1,A
pubmedqa_artificial_2073,A,0,0,B,0,0,B
pubmedqa_artificial_2429,A,1,1,A,1,1,A
pubmedqa_artificial_2754,A,1,1,A,1,1,A
pubmedqa_artificial_2842,A,1,1,A,1,1,A
pubmedqa_artificial_3252,A,1,1,A,1,1,A
pubmedqa_artificial_3462,A,0,0,B,0,0,B
pubmedqa_artificial_3879,A,0,0,B,0,0,B
pubmedqa_artificial_4057,A,1,1,A,1,1,A
pubmedqa_artificial_4118,A,1,1,A,1,1,A
pubmedqa_artificial_4120,A,1,1,A,1,1,A
pubmedqa_artificial_4145,A,0,1,A,0,0,B
pubmedqa_artificial_4367,A,1,1,A,1,1,A
pubmedqa_artificial_4781,B,1,1,B,1,1,B
pubmedqa_artificial_4922,B,1,1,B,1,1,B
pubmedqa_artificial_5056,A,1,1,A,1,1,A
pubmedqa_artificial_5252,A,1,1,A,1,1,A
pubmedqa_artificial_5397,B,1,1,B,1,1,B
pubmedqa_artificial_5493,A,1,1,A,1,1,A
pubmedqa_artificial_5932,A,0,0,B,0,0,B
pubmedqa_artificial_6621,A,1,1,A,1,1,A
pubmedqa_artificial_6967,A,0,0,B,0,0,B
pubmedqa_artificial_7165,A,0,0,B,0,0,B
pubmedqa_artificial_7338,A,1,1,A,1,1,A
pubmedqa_artificial_7380,A,0,0,B,0,0,B
pubmedqa_artificial_7793,A,1,1,A,1,1,A
pubmedqa_artificial_7830,A,1,1,A,1,1,A
pubmedqa_artificial_7886,A,1,1,A,1,1,A
pubmedqa_artificial_8246,A,0,0,B,0,0,B
pubmedqa_artificial_8255,A,1,1,A,1,1,A
pubmedqa_artificial_9006,A,0,0,B,0,0,B
pubmedqa_artificial_9286,A,1,1,A,1,1,A
pubmedqa_artificial_9303,A,1,1,A,1,1,A
pubmedqa_artificial_9359,A,1,1,A,1,1,A
pubmedqa_artificial_9368,A,1,1,A,1,1,A
pubmedqa_unlabeled_1696,A,1,1,A,1,1,A
pubmedqa_unlabeled_3900,B,1,1,B,1,1,B
pubmedqa_unlabeled_4690,B,0,0,A,0,0,A
pubmedqa_unlabeled_8021,A,1,1,A,1,1,A
qa_1000,B,1,1,B,1,1,B
qa_1002,D,1,1,D,1,1,D
qa_10043,A,0,0,B,0,0,B
qa_1006,C,1,1,C,1,1,C
qa_1007,A,1,1,A,1,1,A
qa_1009,A,1,1,A,1,1,A
qa_10094,A,1,1,A,1,1,A
qa_1012,B,0,0,D,0,0,D
qa_1015,B,1,1,B,1,1,B
qa_1016,C,1,1,C,1,1,C
qa_1018,B,1,1,B,1,1,B
qa_1027,D,1,1,D,1,1,D
qa_103,C,1,1,C,1,1,C
qa_1036,A,1,1,A,1,1,A
qa_1037,D,1,1,D,1,1,D
qa_1038,D,0,0,B,0,0,B
qa_1040,C,0,1,C,0,1,C
qa_1044,C,1,1,C,1,1,C
qa_1046,C,1,1,C,1,1,C
qa_1047,B,0,1,B,0,0,C
qa_1048,A,1,1,A,1,1,A
qa_10522,A,0,0,B,0,0,B
qa_1053,C,1,1,C,1,1,C
qa_1061,A,1,1,A,1,1,A
qa_1064,A,1,1,A,1,1,A
qa_1066,C,0,1,C,0,1,C
qa_1068,A,1,1,A,1,1,A
qa_1074,C,1,1,C,1,1,C
qa_1085,A,1,1,A,1,1,A
qa_1087,A,1,1,A,1,1,A
qa_1094,B,1,1,B,1,1,B
qa_1095,A,0,0,D,0,0,D
qa_1096,B,1,1,B,1,1,B
qa_1105,C,1,1,C,1,1,C
qa_1107,B,1,1,B,1,1,B
qa_1108,A,1,1,A,1,1,A
qa_1125,C,1,1,C,1,1,C
qa_1131,B,1,1,B,1,1,B
qa_1134,D,0,1,D,0,1,D
qa_1135,A,1,1,A,1,1,A
qa_11449,A,0,0,B,0,1,A
qa_1147,A,1,1,A,1,1,A
qa_1149,D,1,1,D,1,1,D
qa_1151,C,1,1,C,1,1,C
qa_1155,B,1,1,B,1,1,B
qa_1156,A,1,1,A,1,1,A
qa_1163,A,1,1,A,1,1,A
qa_1170,D,1,1,D,1,1,D
qa_1172,D,0,0,C,0,0,C
qa_1174,A,1,1,A,1,1,A
qa_1175,B,1,1,B,1,1,B
qa_1177,C,0,0,B,0,0,B
qa_1190,A,1,1,A,1,1,A
qa_1196,B,1,1,B,1,1,B
qa_1202,B,1,1,B,1,1,B
qa_1203,A,1,1,A,1,1,A
qa_1206,C,1,1,C,1,0,D
qa_1208,B,1,1,B,1,1,B
qa_1209,D,0,1,D,0,1,D
qa_1210,B,1,1,B,1,1,B
qa_1215,B,1,1,B,1,1,B
qa_1216,D,0,1,D,0,1,D
qa_1218,A,1,1,A,1,1,A
qa_1227,A,1,1,A,1,1,A
qa_1229,A,1,1,A,1,1,A
qa_1230,C,1,1,C,1,1,C
qa_1254,D,1,1,D,1,1,D
qa_1257,B,1,1,B,1,1,B
