sample_key,gold_answer,final_correct_qwen_nopc,final_correct_qwen_wpc
medqa_75,B,0,0
medqa_7514,C,1,1
medqa_7515,B,1,1
medqa_7516,B,1,1
medqa_7518,D,1,1
medqa_7519,A,1,1
medqa_7520,B,0,0
medqa_7522,C,1,1
medqa_7533,A,0,0
medqa_7535,B,1,1
medqa_7536,C,1,1
medqa_7555,B,1,1
medqa_7559,D,1,1
medqa_7560,B,1,1
medqa_7561,A,1,0
medqa_7564,D,1,1
medqa_7565,B,1,1
medqa_7566,D,1,1
medqa_7569,A,0,0
medqa_7572,A,1,1
medqa_758,A,1,1
medqa_768,B,1,1
medqa_783,C,1,1
medqa_784,D,1,1
medqa_785,A,1,1
medqa_786,D,1,1
medqa_788,D,0,0
medqa_79,A,1,1
medqa_792,D,1,1
medqa_793,C,1,1
medqa_794,C,1,1
medqa_795,D,0,0
medqa_8,D,1,1
medqa_80,B,1,1
medqa_805,A,1,1
medqa_806,B,1,1
medqa_811,A,1,1
medqa_819,A,1,1
medqa_825,B,1,1
medqa_828,C,1,1
medqa_83,C,1,1
medqa_833,C,1,1
medqa_834,C,1,1
medqa_838,A,1,1
medqa_842,C,0,0
medqa_848,D,0,0
medqa_850,B,1,1
medqa_854,C,1,1
medqa_857,D,1,1
medqa_86,D,1,1
medqa_868,A,1,1
medqa_872,C,1,1
medqa_874,B,1,1
medqa_875,D,1,1
medqa_884,D,1,1
medqa_89,A,0,0
medqa_891,D,1,1
medqa_893,B,1,1
medqa_90,A,1,1
medqa_900,A,1,1
medqa_901,A,1,1
medqa_905,C,1,1
medqa_91,D,1,1
medqa_910,C,1,1
medqa_912,C,0,0
medqa_917,B,1,1
medqa_929,C,1,1
medqa_93,A,1,1
medqa_931,D,1,1
medqa_936,A,1,1
medqa_941,A,1,1
medqa_946,A,1,1
medqa_954,A,1,1
medqa_955,A,1,1
medqa_980,C,1,1
medqa_986,C,1,1
medqa_988,C,1,1
medqa_995,A,1,1
medqa_996,B,0,0
pubmedqa_108,A,1,1
pubmedqa_381,A,1,1
pubmedqa_81,A,1,0
pubmedqa_896,B,1,1
pubmedqa_99,A,1,1
pubmedqa_artificial_1055,A,1,1
pubmedqa_artificial_1252,A,0,0
pubmedqa_artificial_1441,A,1,1
pubmedqa_artificial_1486,A,1,1
pubmedqa_artificial_1489,B,0,0
pubmedqa_artificial_1635,A,0,0
pubmedqa_artificial_1724,A,1,1
pubmedqa_artificial_1761,A,0,0
pubmedqa_artificial_1879,A,1,1
pubmedqa_artificial_1899,A,1,1
pubmedqa_artificial_2013,A,1,1
pubmedqa_artificial_2073,A,0,0
pubmedqa_artificial_2429,A,1,1
pubmedqa_artificial_2754,A,1,1
pubmedqa_artificial_2842,A,1,1
pubmedqa_artificial_3252,A,1,1
pubmedqa_artificial_3462,A,0,0
pubmedqa_artificial_3879,A,0,0
pubmedqa_artificial_4057,A,1,1
pubmedqa_artificial_4118,A,1,1
pubmedqa_artificial_4120,A,1,1
pubmedqa_artificial_4145,A,1,0
pubmedqa_artificial_4367,A,1,1
pubmedqa_artificial_4781,B,1,1
pubmedqa_artificial_4922,B,1,1
pubmedqa_artificial_5056,A,1,1
pubmedqa_artificial_5252,A,1,1
pubmedqa_artificial_5397,B,1,1
pubmedqa_artificial_5493,A,1,1
pubmedqa_artificial_5932,A,0,0
pubmedqa_artificial_6621,A,1,1
pubmedqa_artificial_6967,A,0,0
pubmedqa_artificial_7165,A,0,0
pubmedqa_artificial_7338,A,1,1
pubmedqa_artificial_7380,A,0,0
pubmedqa_artificial_7793,A,1,1
pubmedqa_artificial_7830,A,1,1
pubmedqa_artificial_7886,A,1,1
pubmedqa_artificial_8246,A,0,0
pubmedqa_artificial_8255,A,1,1
pubmedqa_artificial_9006,A,0,0
pubmedqa_artificial_9286,A,1,1
pubmedqa_artificial_9303,A,1,1
pubmedqa_artificial_9359,A,1,1
pubmedqa_artificial_9368,A,1,1
pubmedqa_unlabeled_1696,A,1,1
pubmedqa_unlabeled_3900,B,1,1
pubmedqa_unlabeled_4690,B,0,0
pubmedqa_unlabeled_8021,A,1,1
qa_1000,B,1,1
qa_1002,D,1,1
qa_10043,A,0,0
qa_1006,C,1,1
qa_1007,A,1,1
qa_1009,A,1,1
qa_10094,A,1,1
qa_1012,B,0,0
qa_1015,B,1,1
qa_1016,C,1,1
qa_1018,B,1,1
qa_1027,D,1,1
qa_103,C,1,1
qa_1036,A,1,1
qa_1037,D,1,1
qa_1038,D,0,0
qa_1040,C,1,1
qa_1044,C,1,1
qa_1046,C,1,1
qa_1048,A,1,1
qa_10522,A,0,0
qa_1053,C,1,1
qa_1061,A,1,1
qa_1064,A,1,1
qa_1066,C,1,1
qa_1068,A,1,1
qa_1074,C,1,1
qa_1085,A,1,1
qa_1087,A,1,1
qa_1094,B,1,1
qa_1095,A,0,0
qa_1096,B,1,1
qa_1105,C,1,1
qa_1107,B,1,1
qa_1108,A,1,1
qa_1125,C,1,1
qa_1131,B,1,1
qa_1134,D,1,1
qa_1135,A,1,1
qa_1147,A,1,1
qa_1149,D,1,1
qa_1151,C,1,1
qa_1155,B,1,1
qa_1156,A,1,1
qa_1163,A,1,1
qa_1170,D,1,1
qa_1172,D,0,0
qa_1174,A,1,1
qa_1175,B,1,1
qa_1177,C,0,0
qa_1190,A,1,1
qa_1196,B,1,1
qa_1202,B,1,1
qa_1203,A,1,1
qa_1208,B,1,1
qa_1209,D,1,1
qa_1210,B,1,1
qa_1215,B,1,1
qa_1216,D,1,1
qa_1218,A,1,1
qa_1227,A,1,1
qa_1229,A,1,1
qa_1230,C,1,1
qa_1254,D,1,1
qa_1257,B,1,1
qa_1262,B,1,1
qa_1267,B,1,1
qa_1269,C,1,1
qa_1277,D,1,1
qa_1286,B,1,1
qa_1287,B,1,1
qa_1290,B,1,1
qa_1291,D,1,1
qa_1294,A,1,1
qa_1295,A,1,1
qa_1300,B,1,1
qa_1305,B,1,1
qa_131,D,1,1
qa_1310,A,1,1
qa_1312,B,1,1
qa_1314,A,1,1
qa_1316,D,1,1
qa_1323,D,1,1
qa_1326,B,1,1
qa_1334,B,1,1
qa_1335,C,1,1
qa_1336,A,1,1
qa_1338,A,1,1
qa_1340,D,1,1
qa_13428,B,0,0
qa_1344,B,1,1
qa_1358,A,1,1
qa_1361,A,0,0
qa_1363,A,1,1
qa_1368,C,1,1
qa_1379,A,0,0
qa_1396,D,1,1
qa_1404,C,1,1
qa_1407,B,1,1
qa_1409,B,1,1
qa_1415,C,1,1
qa_1420,C,1,1
qa_1422,D,0,0
qa_1424,B,1,1
qa_1426,B,0,0
qa_1428,A,1,1
qa_1438,C,1,1
qa_1443,D,1,1
qa_1444,C,1,1
qa_1445,B,0,0
qa_1450,C,0,0
qa_1455,B,1,1
qa_1461,A,1,1
qa_1467,A,1,1
qa_1470,A,1,1
qa_1471,A,0,0
qa_1472,D,1,1
qa_1477,B,0,0
qa_1479,A,1,1
qa_1482,D,1,1
qa_1483,A,0,1
qa_1492,A,1,1
qa_1493,C,1,1
qa_1494,B,1,1
qa_150,C,1,1
qa_1500,B,1,1
qa_1504,A,1,1
qa_1505,C,0,1
qa_1511,A,1,1
qa_1512,B,1,1
qa_1515,C,1,1
qa_1523,B,1,1
qa_1524,D,1,1
qa_1529,B,1,1
qa_1532,C,1,1
qa_1536,A,1,1
qa_1540,B,1,1
qa_1548,A,1,1
qa_1554,A,0,1
qa_1555,D,1,1
qa_1566,B,0,0
qa_1569,B,1,1
qa_1578,A,1,1
qa_1580,A,1,1
qa_1581,A,1,1
qa_1582,A,1,1
qa_1588,A,1,1
qa_1589,B,1,1
qa_1592,A,1,1
qa_1598,A,1,1
qa_1602,C,0,0
qa_1605,C,1,1
qa_1610,B,1,1
qa_1612,A,1,1
qa_1614,B,0,0
qa_1624,E,0,0
qa_1627,B,1,1
qa_1632,A,1,1
qa_1636,A,0,0
qa_1640,A,1,1
qa_1641,B,1,1
qa_1642,B,1,1
qa_1645,A,1,1
qa_1651,D,1,1
qa_1657,B,1,1
qa_1658,C,1,1
qa_1663,D,1,1
qa_1673,D,1,1
qa_1696,C,1,1
qa_1710,A,1,1
qa_1712,C,1,1
qa_1722,D,1,1
qa_1726,B,0,0
qa_1730,B,1,1
qa_1734,C,0,1
qa_1737,A,1,1
qa_1738,D,1,1
qa_1747,A,1,1
qa_1749,C,1,1
qa_1753,C,1,1
qa_1756,D,1,1
qa_1760,A,1,1
qa_1768,C,1,1
qa_1770,C,1,1
qa_1774,A,1,1
qa_1779,B,1,1
qa_1788,B,0,0
qa_1794,D,1,1
qa_1795,B,0,0
qa_1804,B,1,1
qa_1811,C,1,1
qa_1819,C,1,1
qa_1823,B,1,1
qa_1825,C,1,1
qa_1831,B,1,1
qa_1832,D,1,1
qa_1839,D,1,1
qa_1847,A,1,1
qa_1850,A,1,1
qa_1852,C,1,1
qa_1853,B,1,1
qa_1858,D,1,1
qa_1859,A,0,0
qa_1861,D,1,1
qa_187,D,0,0
qa_1873,A,1,1
qa_1881,C,1,1
qa_1889,D,1,1
qa_189,A,1,1
qa_1891,A,1,1
qa_1894,D,1,1
qa_1898,A,1,1
qa_1899,B,1,1
qa_1900,C,1,1
qa_1910,B,1,1
qa_1911,C,1,1
qa_1912,B,1,1
qa_1923,B,1,1
qa_1929,A,1,1
qa_1936,B,1,1
qa_1938,A,1,1
qa_1939,B,1,1
qa_1950,B,1,1
qa_1951,A,1,1
qa_1952,D,1,1
qa_1955,D,1,1
qa_1960,C,1,1
qa_1970,D,1,1
qa_1979,D,1,0
qa_1985,C,1,1
qa_1991,B,1,1
qa_1994,B,0,0
qa_1996,A,1,1
qa_2000,C,0,0
qa_2005,E,0,0
qa_2010,A,1,1
qa_2020,C,1,1
qa_2028,D,1,1
qa_2034,B,1,1
qa_2040,A,1,1
qa_2046,C,0,0
qa_2049,C,1,1
qa_2057,B,1,1
qa_2060,B,1,1
qa_2061,C,1,1
qa_2066,A,1,1
qa_2073,D,1,1
qa_2074,C,1,1
qa_2079,D,1,1
qa_2081,C,0,0
qa_2084,D,1,1
qa_2085,A,1,1
qa_2090,C,1,1
qa_2091,A,1,1
qa_2096,A,0,1
qa_2097,A,1,1
qa_2101,C,1,1
qa_2106,D,1,1
qa_2112,B,1,1
qa_2115,C,1,1
qa_2118,A,1,1
qa_212,A,1,1
qa_2123,D,1,1
qa_2124,B,1,1
qa_2126,D,1,1
qa_2131,A,1,1
qa_2133,B,1,1
qa_2134,D,1,1
qa_2135,A,1,1
qa_2136,A,1,1
qa_2140,C,1,0
qa_2142,D,1,1
qa_2145,C,1,1
qa_2146,C,1,1
qa_2149,A,1,1
qa_2150,A,1,1
qa_2152,A,1,1
qa_2157,C,1,1
qa_2160,C,1,1
qa_2162,C,0,1
qa_2163,D,1,1
qa_2170,E,0,0
qa_2172,A,1,1
qa_2173,A,1,1
qa_2174,A,1,1
qa_2176,D,1,1
qa_2179,D,1,1
qa_2182,B,1,1
qa_2184,A,1,1
qa_2185,B,1,1
qa_2189,D,1,1
qa_219,B,1,1
qa_2192,B,1,1
qa_2194,C,1,1
qa_2198,A,1,1
qa_2202,D,0,1
qa_2208,A,1,1
qa_2213,D,1,1
qa_2214,C,1,1
qa_2216,C,0,0
qa_2221,C,1,1
qa_2225,B,1,1
qa_2226,C,1,0
qa_2227,C,1,1
qa_2228,B,0,0
qa_2230,A,1,1
qa_2237,A,1,1
qa_2238,B,1,1
qa_2241,C,1,1
qa_2245,D,1,1
qa_2250,A,1,1
qa_2255,C,1,1
qa_2262,B,1,1
qa_2265,B,0,0
qa_2266,B,1,1
qa_2268,D,1,1
qa_2275,D,1,1
qa_2276,D,0,0
qa_2277,E,0,0
qa_2278,A,1,1
qa_2290,A,1,1
qa_2293,D,1,1
qa_2302,D,1,1
qa_2303,E,1,1
qa_2306,B,1,1
qa_2307,B,1,1
qa_231,D,1,1
qa_2316,C,1,1
qa_2324,C,1,1
qa_2325,A,0,0
qa_2330,A,1,1
qa_2333,B,1,1
qa_2349,D,1,1
qa_2350,B,1,1
qa_2352,D,1,1
qa_2365,C,1,1
qa_2367,B,1,1
qa_2368,A,1,1
qa_2377,D,1,1
qa_2385,C,1,1
qa_2388,A,0,1
qa_2390,B,0,0
qa_2391,B,1,1
qa_2397,C,1,1
qa_2411,A,1,1
qa_2417,C,1,1
qa_2418,A,1,1
qa_2421,A,1,1
qa_2423,D,1,1
qa_2425,B,1,1
qa_2428,D,1,1
qa_2432,C,1,1
qa_2435,D,1,1
qa_2439,C,1,1
qa_2451,A,0,0
qa_2453,D,1,1
qa_2454,D,1,1
qa_2455,C,1,1
qa_2458,A,1,1
qa_2463,B,1,1
qa_2467,A,1,1
qa_2476,D,1,1
qa_2479,D,1,1
qa_2480,B,1,1
qa_2484,B,1,1
qa_2494,C,0,1
qa_2501,C,1,1
qa_2503,D,0,0
qa_2506,B,1,1
qa_2508,D,1,1
qa_2517,C,1,1
qa_2522,D,1,1
qa_2527,A,1,1
qa_2528,A,0,0
qa_2536,D,1,1
qa_255,C,1,1
qa_2552,C,1,1
qa_2553,A,1,1
qa_2554,C,1,1
qa_2555,D,1,1
qa_2567,B,1,1
qa_2569,D,1,1
qa_2574,A,1,1
qa_2576,A,1,1
qa_2579,A,1,1
qa_2580,D,1,1
qa_2581,C,1,1
qa_2582,D,1,1
qa_2587,A,1,1
qa_2594,C,1,1
qa_2595,B,1,1
qa_2596,B,1,1
qa_2597,B,1,1
qa_2601,D,1,1
qa_2608,C,1,1
qa_2615,C,1,1
qa_2617,A,0,0
qa_2623,C,1,1
qa_2638,B,1,1
qa_2639,C,1,1
qa_2640,D,1,1
qa_2650,A,1,1
qa_2651,C,0,0
qa_2652,B,1,1
qa_2657,C,1,1
qa_2658,D,0,0
qa_2671,C,1,1
qa_2683,B,1,1
qa_2690,B,1,1
qa_2695,B,1,1
qa_2701,B,1,1
qa_2705,C,1,1
qa_2710,D,1,1
qa_2714,C,1,1
qa_2715,C,1,1
qa_2722,A,1,1
qa_2727,B,1,1
qa_2728,C,1,1
qa_273,B,1,1
qa_2735,B,1,1
qa_2737,A,0,1
qa_2744,C,0,0
qa_2746,A,1,1
qa_2747,A,0,0
qa_2748,C,1,1
qa_2751,B,1,1
qa_2755,B,0,0
qa_2758,A,1,1
qa_2761,D,1,1
qa_2767,D,1,1
qa_2768,A,1,1
qa_2780,D,1,1
qa_2782,D,1,1
qa_2788,A,1,1
qa_2790,A,1,1
qa_2791,B,1,1
qa_2792,B,1,1
qa_2793,C,0,0
qa_2796,A,1,1
qa_2797,A,1,1
qa_2801,D,1,1
qa_2804,D,1,1
qa_2806,A,1,1
qa_2818,B,1,1
qa_2824,B,1,1
qa_2826,A,1,1
qa_2827,A,1,1
qa_2834,A,1,1
qa_2837,C,1,1
qa_2841,B,1,1
qa_2852,A,1,1
qa_2862,D,0,1
qa_2865,A,1,1
qa_2866,A,0,0
qa_2875,B,1,1
qa_2880,B,1,1
qa_2881,B,1,1
qa_2882,A,1,1
qa_2885,C,1,1
qa_2891,A,1,1
qa_2898,B,1,1
qa_2899,A,1,1
qa_2904,A,1,1
qa_2909,D,1,1
qa_2918,B,0,0
qa_2920,A,1,1
qa_2927,C,1,1
qa_2930,B,1,1
qa_2939,C,1,1
qa_294,B,1,1
qa_2940,D,1,1
qa_2941,B,1,1
qa_295,A,0,0
qa_2953,D,1,1
qa_2954,B,1,1
qa_2957,D,1,1
qa_2977,B,1,1
qa_2981,A,1,1
qa_2986,B,1,1
qa_2989,C,1,1
qa_2990,C,1,1
qa_2993,A,1,1
qa_3,A,1,1
qa_3001,B,1,1
qa_3003,B,1,1
qa_3005,D,1,1
qa_3010,A,1,1
qa_3012,A,1,1
qa_3018,A,1,1
qa_3019,D,1,1
qa_3028,A,1,1
qa_3029,B,1,1
qa_3032,A,1,1
qa_3033,A,1,1
qa_3034,A,1,1
qa_3038,D,1,1
qa_3040,A,0,1
qa_3051,A,1,1
qa_3056,C,1,1
qa_3058,B,1,1
qa_3061,D,1,1
qa_3062,D,1,1
qa_3063,C,1,1
qa_3070,D,1,1
qa_3072,D,1,1
qa_3073,A,1,1
qa_3084,A,1,1
qa_3086,C,0,0
qa_3092,D,0,0
qa_3103,A,1,1
qa_3114,C,0,0
qa_3115,D,1,1
qa_3116,D,1,1
qa_3117,B,1,1
qa_3119,B,1,1
qa_313,C,0,0
qa_3135,C,0,0
qa_3136,B,1,1
qa_3137,C,1,1
qa_3138,B,1,1
qa_314,A,0,0
qa_3141,D,0,0
qa_3155,A,1,1
qa_3159,B,1,1
qa_3160,C,1,1
qa_3164,A,1,1
qa_3174,C,1,1
qa_3179,C,1,1
qa_3184,A,1,1
qa_3193,A,0,0
qa_3196,A,1,1
qa_3197,B,1,1
qa_3200,E,1,1
qa_3201,A,0,0
qa_3209,B,1,1
qa_3210,D,1,1
qa_3217,C,1,1
qa_3220,A,1,1
qa_3229,D,1,1
qa_3234,C,1,1
qa_3243,A,1,1
qa_3249,B,1,1
qa_3250,B,0,0
qa_3251,B,1,1
qa_3253,A,1,1
qa_3257,B,1,1
qa_3259,D,1,1
qa_3261,B,0,0
qa_3265,A,0,0
qa_3279,A,1,1
qa_3286,C,1,1
qa_3288,B,1,1
qa_3289,C,1,1
qa_3292,C,0,0
qa_3296,D,1,1
qa_3299,A,1,1
qa_3313,C,1,1
qa_3316,A,1,1
qa_3318,B,1,1
qa_3329,A,1,1
qa_3334,A,1,1
qa_3335,D,1,1
qa_3336,B,1,1
qa_3340,D,0,0
qa_3341,D,1,1
qa_3342,D,1,1
qa_3343,D,1,1
qa_3349,C,1,1
qa_3350,A,1,1
qa_3355,D,1,1
qa_3361,D,1,1
qa_3362,A,1,1
qa_3365,D,1,1
qa_3366,D,1,1
qa_3371,A,1,1
qa_3372,A,0,0
qa_3374,B,1,1
qa_3381,B,1,1
qa_3383,B,1,1
qa_3387,B,1,1
qa_3388,A,0,0
qa_3396,A,1,1
qa_3398,D,1,1
qa_3400,D,1,1
qa_3406,C,1,1
qa_3412,D,1,1
qa_3413,A,1,1
qa_3415,D,1,1
qa_3419,B,1,1
qa_3422,B,1,1
qa_3424,C,1,1
qa_3427,B,1,1
qa_3431,A,1,1
qa_3436,B,1,1
qa_3437,D,1,1
qa_3438,A,1,1
qa_3443,D,1,1
qa_3447,B,1,1
qa_3448,B,1,1
qa_3456,D,0,0
qa_3459,A,1,1
qa_3471,A,1,1
qa_3477,C,1,1
qa_3480,C,1,1
qa_3481,B,0,0
qa_3488,B,1,1
qa_349,B,1,1
qa_3492,C,1,1
qa_3497,D,0,0
qa_35,A,1,1
qa_3500,B,1,1
qa_3504,C,1,1
qa_3505,A,1,1
qa_3507,B,1,1
qa_3515,C,1,1
qa_3521,B,1,1
qa_3524,C,1,1
qa_3529,B,1,1
qa_3536,A,1,1
qa_3537,B,1,1
qa_3542,A,1,1
qa_3548,B,0,0
qa_3558,D,0,0
qa_3562,D,1,1
qa_3565,B,1,1
qa_3569,A,1,1
qa_3573,A,1,1
qa_3574,B,1,1
qa_3584,A,1,1
qa_3586,B,0,0
qa_3589,B,1,0
qa_359,A,1,1
qa_3590,B,1,1
qa_3592,C,1,1
qa_3595,C,1,1
qa_3596,A,1,1
qa_3600,C,1,1
qa_3604,D,1,1
qa_3606,B,1,1
qa_3615,A,1,1
qa_3618,A,1,1
qa_362,D,1,1
qa_3623,D,1,1
qa_3626,A,1,0
qa_3636,C,1,1
qa_3638,C,0,1
qa_3640,A,1,1
qa_3641,C,1,1
qa_3645,C,0,0
qa_3648,B,1,1
qa_3649,C,1,1
qa_3654,D,1,1
qa_3665,C,1,1
qa_3672,A,1,1
qa_3673,A,1,1
qa_3675,E,0,0
qa_3676,A,1,1
qa_3679,C,1,1
qa_3680,C,0,0
qa_3682,C,1,1
qa_3687,D,1,1
qa_3688,D,1,1
qa_3697,D,0,0
qa_3699,C,1,1
qa_3704,A,1,1
qa_3707,D,1,1
qa_3715,E,0,0
qa_3717,C,1,1
qa_3719,B,0,0
qa_3721,A,1,1
qa_3722,C,1,1
qa_3723,D,1,1
qa_3733,C,1,1
qa_3737,A,1,1
qa_3750,A,1,1
qa_3753,C,1,1
qa_3758,C,1,1
qa_3760,A,1,1
qa_3767,B,1,1
qa_3773,C,1,1
qa_3779,A,1,1
qa_3782,A,1,1
qa_3784,A,1,1
qa_3789,B,1,1
qa_3794,A,1,1
qa_3797,C,1,1
qa_3802,B,1,1
qa_3803,A,1,1
qa_3805,B,1,1
qa_382,A,1,1
qa_3822,C,0,0
qa_3824,B,1,1
qa_3826,D,1,1
qa_3828,B,1,1
qa_3832,B,1,1
qa_3833,C,1,1
qa_3834,D,1,1
qa_3841,C,0,0
qa_3844,E,0,0
qa_3849,B,1,1
qa_3861,A,1,1
qa_3864,B,1,1
qa_3868,A,1,1
qa_3870,D,1,1
qa_3874,B,1,1
qa_3883,D,1,1
qa_3884,D,1,1
qa_3891,C,1,1
qa_3896,A,1,1
qa_3898,C,0,1
qa_3900,C,1,1
qa_3901,C,1,1
qa_3902,D,0,1
qa_3911,C,0,0
qa_3912,C,1,1
qa_3914,C,0,0
qa_3915,C,1,1
qa_3917,D,1,1
qa_3924,A,1,1
qa_3927,D,1,1
qa_3930,B,0,0
qa_3934,A,1,1
qa_3938,A,1,1
qa_3941,C,1,1
qa_3944,B,1,1
qa_3949,B,0,1
qa_3956,B,1,1
qa_3957,C,1,1
qa_3964,A,1,1
qa_3965,A,1,1
qa_3978,B,0,1
qa_3980,D,1,1
qa_3982,D,1,1
qa_3983,B,1,1
qa_3992,D,1,1
qa_400,A,1,1
qa_4002,B,1,1
qa_4003,D,1,1
qa_4013,B,1,1
qa_4015,D,1,1
qa_4016,D,1,1
qa_4021,C,1,1
qa_4025,B,1,1
qa_4027,D,1,1
qa_4028,C,1,1
qa_4029,B,0,0
qa_4034,D,1,1
qa_4039,B,1,1
qa_4055,D,1,1
qa_4078,C,1,1
qa_4086,A,1,1
qa_4113,A,1,1
qa_4132,B,1,1
qa_4141,D,1,1
qa_4151,C,1,1
qa_4165,A,1,1
qa_4190,C,0,0
qa_4215,D,1,1
qa_4226,C,0,0
qa_425,E,1,1
qa_4252,B,1,1
qa_4253,A,1,1
qa_4257,A,1,1
qa_4264,D,1,1
qa_427,B,1,1
qa_4270,B,1,1
qa_4298,D,1,1
qa_4303,C,1,1
qa_4307,B,1,1
qa_4311,B,1,1
qa_4345,A,1,0
qa_4346,A,1,1
qa_437,D,1,1
qa_4378,B,1,1
qa_4380,D,1,1
qa_4409,A,1,1
qa_4419,A,1,1
qa_4424,C,1,1
qa_4436,A,1,1
qa_4440,A,1,1
qa_4472,A,1,0
qa_4474,A,1,1
qa_4476,A,1,1
qa_4493,B,1,1
qa_4501,D,1,1
qa_4511,D,1,1
qa_4519,D,1,1
qa_4527,D,1,1
qa_453,C,1,1
qa_4537,A,1,1
qa_4554,C,1,1
qa_4560,A,1,1
qa_4592,B,0,0
qa_4599,A,1,1
qa_4619,D,1,1
qa_4649,B,1,1
qa_4657,A,1,1
qa_4678,A,1,1
qa_4682,D,1,1
qa_4702,A,1,1
qa_4703,C,1,1
qa_4704,B,1,1
qa_4710,A,0,0
qa_4712,A,1,1
qa_4713,A,1,1
qa_4742,A,1,1
qa_4743,B,1,1
qa_4748,C,1,1
qa_4758,D,1,1
qa_4794,D,1,1
qa_4847,C,1,1
qa_4848,A,1,1
qa_4856,B,1,1
qa_4874,A,1,1
qa_4877,D,1,1
qa_4891,C,1,1
qa_4909,C,1,1
qa_4916,B,1,1
qa_4919,B,1,1
qa_4936,B,1,1
qa_4938,A,1,1
qa_497,A,1,1
qa_4985,C,1,1
qa_4994,C,1,1
qa_4998,A,1,1
qa_5041,C,1,1
qa_5052,C,1,1
qa_5055,B,1,1
qa_5070,D,1,1
qa_5076,C,0,0
qa_5080,D,1,1
qa_5092,D,1,1
qa_5093,C,1,1
qa_5121,D,0,0
qa_5130,D,1,1
qa_5144,C,0,0
qa_5153,B,1,1
qa_5157,C,1,1
qa_5173,B,1,1
qa_5175,C,1,1
qa_5189,A,1,1
qa_5208,B,1,1
qa_5210,B,1,1
qa_523,D,1,1
qa_5238,B,1,1
qa_5242,C,1,1
qa_5252,C,1,1
qa_5253,A,1,1
qa_5259,B,1,1
qa_526,A,1,1
qa_5270,A,1,1
qa_5283,C,1,1
qa_5287,D,1,1
qa_5295,D,1,1
qa_5316,D,1,1
qa_5324,C,1,1
qa_5334,B,1,1
qa_5338,B,1,1
qa_5345,A,1,1
qa_5362,B,0,0
qa_5367,A,1,1
qa_5371,C,0,0
qa_5386,A,0,0
qa_5387,B,1,1
qa_5395,D,1,1
qa_5399,C,1,1
qa_5457,D,1,1
qa_5464,B,1,1
qa_5470,D,0,0
qa_5521,B,1,1
qa_5523,A,1,1
qa_5532,C,1,1
qa_5571,A,1,1
qa_5604,D,1,1
qa_5605,C,1,1
qa_561,A,1,1
qa_5646,A,1,1
qa_5663,B,1,1
qa_5672,C,0,0
qa_5685,A,0,0
qa_5687,C,1,1
qa_5688,C,0,0
qa_5695,B,1,1
qa_57,A,0,0
qa_5704,C,1,1
qa_5705,D,1,1
qa_5714,A,1,1
qa_5726,B,1,1
qa_5729,A,1,1
qa_5763,C,1,1
qa_5790,A,1,1
qa_5809,D,1,1
qa_5814,B,1,1
qa_5821,C,1,1
qa_5823,D,1,1
qa_5880,A,1,1
qa_5909,A,1,1
qa_5915,A,1,1
qa_5918,A,1,1
qa_592,D,1,1
qa_5952,C,1,1
qa_5968,D,1,1
qa_5969,C,1,1
qa_5972,A,1,1
qa_5995,C,1,1
qa_600,A,1,1
qa_6011,B,1,1
qa_6021,D,1,1
qa_6027,A,1,1
qa_6032,B,1,1
qa_6033,B,1,1
qa_6043,C,1,1
qa_6044,B,1,1
qa_6048,C,1,1
qa_6051,B,1,1
qa_6062,B,1,1
qa_6069,A,1,1
qa_6070,D,1,1
qa_6072,B,1,1
qa_6073,B,1,1
qa_6079,D,1,1
qa_6080,A,1,1
qa_6083,C,1,1
qa_6087,B,1,1
qa_6089,D,1,1
qa_6090,D,1,1
qa_6092,C,1,1
qa_6096,D,1,1
qa_6098,B,0,1
qa_6099,A,1,1
qa_611,A,1,1
qa_6116,B,1,1
qa_6122,A,1,1
qa_6124,B,1,1
qa_6135,A,1,1
qa_6140,A,1,1
qa_6145,C,1,1
qa_6150,C,1,1
qa_6151,B,1,1
qa_6155,B,0,0
qa_6156,A,0,0
qa_6159,B,1,1
qa_6171,B,1,1
qa_6173,A,1,1
qa_6176,A,1,1
qa_6190,D,1,1
qa_6193,B,1,1
qa_6198,B,1,1
qa_6200,A,1,1
qa_6202,B,1,1
qa_6208,C,1,1
qa_6222,A,1,1
qa_6229,D,1,1
qa_6238,A,1,1
qa_6243,D,1,1
qa_6245,A,1,1
qa_6247,A,1,1
qa_625,A,1,1
qa_6250,A,1,1
qa_6251,D,1,1
qa_6252,A,1,1
qa_6254,C,1,1
qa_6258,B,1,1
qa_6263,C,1,1
qa_6272,B,1,1
qa_6275,D,1,1
qa_6276,D,1,1
qa_6278,A,1,1
qa_6279,B,1,1
qa_6281,A,1,1
qa_6282,B,1,1
qa_6290,A,1,1
qa_6291,E,0,0
qa_6292,A,1,1
qa_6294,A,1,1
qa_6299,A,1,1
qa_6302,A,0,0
qa_6309,C,1,1
qa_6313,B,1,1
qa_6318,B,1,1
qa_6319,C,1,1
qa_6327,A,1,1
qa_6332,A,1,1
qa_6335,C,1,1
qa_6340,A,1,1
qa_6344,A,1,1
qa_6345,B,1,1
qa_6348,C,1,1
qa_6350,C,1,1
qa_6356,B,1,1
qa_6361,A,1,1
qa_6362,D,1,1
qa_6367,B,1,1
qa_6368,B,1,1
qa_6371,A,1,1
qa_6375,B,1,1
qa_6382,A,1,1
