run_label,sample_key,reasoner_answer,final_answer,gold_answer,regex_label,of_which_context_driven,llm_label,llm_reasoning,final_label,label_source
"KG w/o context (Qwen V, no patient context)",qa_3413,B,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",medqa_4827,D,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",qa_2074,B,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",MedXpertQA_394,A,J,J,UNCLASSIFIED,False,LIKELY_LEAKAGE,"Both decisive evidence strings rely on clinical pattern recognition ('classic signs', 'pathognomonic for MEN1 syndrome') and medical reasoning about syndrome associations without citing any specific KG edges, relations, or patient-context annotations.",LIKELY_LEAKAGE,llm
"KG w/o context (Qwen V, no patient context)",medqa_954,C,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",qa_1523,A,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",qa_1979,A,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",qa_3487,C,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"KG w/o context (Qwen V, no patient context)",MedXpertQA_638,H,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"KG w/o context (Qwen V, no patient context)",qa_5488,C,D,D,UNCLASSIFIED,False,MIXED,"The evidence cites both a KG gap ('The KG does not support an antibiotics-first sequence') and an appeal to clinical protocol knowledge ('clinical protocols universally mandate airway stabilization'), making it a combination of KG-supported absence and leakage-based guideline assertion.",MIXED,llm
"KG w/o context (Qwen V, no patient context)",qa_1878,D,C,C,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"KG w/o context (Qwen V, no patient context)",qa_4842,A,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"KG w/o context (Qwen V, no patient context)",qa_2275,A,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",pubmedqa_artificial_4145,B,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",qa_1134,A,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",qa_1394,B,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",qa_8039,D,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",MedXpertQA_917,C,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"KG w/o context (Qwen V, no patient context)",huatuo_7878,E,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"KG w/o context (Qwen V, no patient context)",qa_3982,A,D,D,MIXED,False,,,MIXED,regex
"KG w/o context (Qwen V, no patient context)",qa_3626,D,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"KG w/o context (Qwen V, no patient context)",qa_8955,A,B,B,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2064,D,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1734,A,C,C,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6259,A,C,C,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The validator's contradiction rests on clinical pattern recognition ('classic for allergic contact dermatitis') and differential diagnosis reasoning based on patient history (hiking in NC), with no citation of a KG entity, relation, or safety annotation.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",medqa_4181,A,C,C,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1216,A,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_314,A,B,B,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1419,C,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_2150,C,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_6009,C,B,B,UNCLASSIFIED,False,LIKELY_LEAKAGE,The decisive evidence rests on the validator's clinical knowledge that 'uremic toxins impair platelet adhesion and aggregation via von Willebrand factor dysfunction' and that uremic platelet dysfunction is 'the hallmark bleeding etiology in advanced CKD'—assertions about pathophysiology and clinical patterns stated without citation to a specific KG edge or entity.,LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_704,F,G,G,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The evidence rests on clinical reasoning about SIBO pathophysiology (negative stool studies don't rule it out, classic triad of diabetes + dysmotility + B12/folate pattern) and off-label drug use knowledge, with no KG entity or relation cited to support the contradiction.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",qa_4743,A,B,B,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6609,B,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_428,C,D,D,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The decisive evidence rests on the validator's assertion of 'standard anatomical and osteopathic landmarks' and 'classic anatomical landmark' knowledge without citing any specific KG entity, relation, or structured knowledge-graph edge—this is pure parametric clinical-anatomical knowledge applied directly.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",qa_5278,B,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_5613,A,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_5926,C,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medqa_5466,C,A,A,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_3,C,I,I,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_4287,C,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2027,C,B,B,UNCLASSIFIED,False,LIKELY_LEAKAGE,"Both decisive evidence strings rest on clinical pathophysiology assertions (ketosis-driven GI symptoms in DKA vs. hyperosmolality-driven seizures in HHS) with no citation to specific KG edges, relations, or patient-context annotations, representing the validator's own medical knowledge rather than KG-grounded contradictions.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",qa_9389,A,C,C,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_6902,A,C,C,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_307,D,E,E,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_643,D,G,G,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_5918,C,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8277,C,D,D,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6324,C,A,A,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1554,C,A,A,UNCLASSIFIED,False,LIKELY_KG_SUPPORTED,"The contradiction rests explicitly on a KG relation between Acyclovir (14237) and Herpes simplex encephalitis (33127) that specifies 'requires early initiation without delaying diagnostics', which is a direct entity-relation edge citation.",LIKELY_KG_SUPPORTED,llm
"QKG w/ context (Qwen V, with patient context)",medqa_5471,C,D,D,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_2632,A,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_2094,C,D,D,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medqa_6954,D,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_9314,B,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_922,I,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2242,A,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medqa_960,D,C,C,UNCLASSIFIED,False,LIKELY_KG_SUPPORTED,"The decisive evidence explicitly cites 'KG data links endometriosis, not adenomyosis, to the patient's specific phenotype cluster,' grounding the contradiction in a specific knowledge-graph relation between clinical phenotype and diagnosis.",LIKELY_KG_SUPPORTED,llm
"QKG w/ context (Qwen V, with patient context)",medqa_7402,A,B,B,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The decisive contradiction rests on biostatistical reasoning and explicit question wording ('how many cases of cardiovascular death would be prevented?'), not on any KG entity or relation—the validator applies clinical/methodological knowledge to override the Reasoner's NNT-based pivot.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",qa_9542,B,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_5302,B,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_306,A,E,E,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_984,F,J,J,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2095,B,D,D,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_3949,C,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2832,A,D,D,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The evidence rests on clinical pattern recognition ('classic for Hydralazine-induced lupus') and pharmacology literature knowledge ('widely described in pharmacology literature') rather than citation of a specific KG entity, relation, or patient-context-conditioned applicability annotation.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",medqa_4934,B,C,C,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medqa_5730,B,D,D,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The decisive evidence rests on clinical knowledge about diagnostic criteria (AST/ALT ratios, alcohol consumption thresholds of >20-30g/day, metabolic syndrome patterns) and guideline-based differential diagnosis reasoning, with no KG entity or relation citations provided.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",medqa_4989,A,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_5586,A,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6340,C,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8203,C,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1295,C,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2092,A,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medqa_7276,A,C,C,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1209,B,D,D,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_7053,C,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2856,E,A,A,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_2227,A,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2796,B,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1134,A,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_7541,C,B,B,UNCLASSIFIED,False,LIKELY_LEAKAGE,"Both decisive evidence strings rest on the validator's own rheumatology knowledge about crystal birefringence properties (negative vs. positive, needle vs. rhomboid shapes), with explicit acknowledgment that 'the KG does not explicitly encode crystal optical properties,' indicating the contradiction is grounded in clinical knowledge outside the knowledge graph rather than KG-supported facts.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",medqa_954,C,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6592,C,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1878,D,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_601,D,H,H,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_334,A,H,H,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The evidence asserts the definitive pathophysiologic mechanism of neurocysticercosis transmission (fecal-oral route of T. solium eggs) and distinguishes intestinal vs. CNS disease without citing a specific KG edge or patient-context annotation, relying instead on stated medical/parasitologic knowledge.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",huatuo_1715,C,E,E,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The contradiction rests on the validator's own clinical knowledge of dynamic auscultation principles (HCM murmurs increase with standing, innocent murmurs decrease) with no KG entity, relation, or patient-context annotation cited as the basis.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",medqa_7044,B,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_7941,D,C,C,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_227,H,G,G,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2760,B,C,C,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_865,H,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_3902,B,D,D,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8039,D,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_2388,C,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1267,A,B,B,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8955,A,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_6608,D,A,A,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_6357,B,D,D,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6568,B,A,A,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1598,C,A,A,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_508,C,D,D,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_2494,B,C,C,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_163,B,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_7653,A,D,D,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1040,B,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1781,C,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_2615,A,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_7555,A,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8126,A,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8067,B,A,A,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_717,A,G,G,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2290,B,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_300,A,B,B,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_5165,C,A,A,UNCLASSIFIED,False,LIKELY_KG_SUPPORTED,"The evidence cites specific molecular mechanisms (glucosyltransferase vs. ADP-ribosyltransferase) and contrasts C. difficile toxins with established KG relations (Cholera toxin and E. coli heat-labile toxin mechanisms), grounding the contradiction in precise biochemical knowledge-graph entities and their properties.",LIKELY_KG_SUPPORTED,llm
"QKG w/ context (Qwen V, with patient context)",MMLU_1047,B,D,D,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8963,A,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",huatuo_7322,A,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_3871,C,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_143,D,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_5268,A,D,D,UNCLASSIFIED,False,LIKELY_KG_SUPPORTED,The evidence explicitly cites KG drug_effect relations for diclofenac and uses pathognomonic clinical findings (RBC casts and acanthocytes) as KG-grounded differential criteria to distinguish glomerular disease from NSAID-induced AIN.,LIKELY_KG_SUPPORTED,llm
"QKG w/ context (Qwen V, with patient context)",qa_1505,D,C,C,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8829,A,C,C,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2801,C,D,D,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2631,A,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_2695,D,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",huatuo_4533,D,C,C,UNCLASSIFIED,False,LIKELY_KG_SUPPORTED,"All three decisive evidence strings explicitly cite specific KG entities (TB phenotypes 32505, pericardial TB 97194) and their documented relations/associations, directly contradicting option D by showing what the KG does and does not link to TB.",LIKELY_KG_SUPPORTED,llm
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_538,D,F,F,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_3559,D,A,A,UNCLASSIFIED,False,LIKELY_LEAKAGE,The evidence cites KG phenotypes but the decisive clinical assertions—that 'empiric antibiotics should be withheld until biopsy cultures are obtained' and that blood cultures are 'only positive in ~50% of cases'—are stated as clinical/guideline knowledge without reference to a specific KG edge or patient-context-conditioned applicability annotation supporting this management recommendation.,LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",medqa_6710,C,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8583,C,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_5493,B,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",huatuo_7878,E,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medqa_6719,B,D,D,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_1066,B,C,C,UNCLASSIFIED,False,LIKELY_KG_SUPPORTED,"Both decisive evidence strings cite specific, verifiable knowledge-graph entities: the MEN1 gene location on chromosome 11q13 and the RET proto-oncogene location on chromosome 10q11.2, which are factual genomic mappings that would be grounded in a medical knowledge graph.",LIKELY_KG_SUPPORTED,llm
"QKG w/ context (Qwen V, with patient context)",qa_3978,D,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2142,A,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_4034,A,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_3400,C,D,D,MIXED,True,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",huatuo_8239,C,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2514,A,D,D,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The contradiction rests on the validator's own physiological knowledge that 'CCK causes relaxation of the sphincter of Oddi' with no KG entity, relation, or patient-context annotation cited as the basis for this assertion.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",medqa_7331,B,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_3413,B,A,A,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_4842,A,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1861,C,D,D,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_310,D,A,A,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_3000,A,B,B,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The decisive evidence rests on the validator's own clinical knowledge that 'prostate cancer bone metastases are characteristically osteoblastic, not osteolytic' and that 'lytic lesions + triad is classically suggestive of multiple myeloma (CRAB criteria)', with no KG entity or relation cited to ground these pathophysiologic and diagnostic assertions.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",qa_3387,C,B,B,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_598,F,J,J,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_6727,B,D,D,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_6913,D,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_6953,C,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_985,G,E,E,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8010,A,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_7447,A,D,D,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_627,B,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2241,A,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",huatuo_1652,B,A,A,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2182,E,B,B,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2194,A,C,C,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6771,C,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2862,A,D,D,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
